ParkName,ParkCode,PeriodID,EventID,SurveyNumber,Round,DeerDate,StartTime,BeginningTemperatureInCelsius,BeginningHumidityInPercent,BeginningWindInMetersPerSecond,BeginningWindDirectionInDegrees,BeginningPrecipitation,EndTime,EndingTemperatureInCelsius,EndingHumidityInPercent,EndingWindInMetersPerSecond,EndingWindDirectionInDegrees,EndingPrecipitation,MoonIlluminationInPercent,DeerTotal,BeginningCloudCoverInPercent,EndingCloudCoverInPercent,VisibleAreaInSquareKilometers,DeerID,Year,Group,SideOfVehicle,DistanceInMeters,AngleInDegrees,QuadrantCompass,DeerNumber,VegetationType,Comment,GPSDate,GPSTime,GlobalID,LongitudeInDecimalDegrees,LatitudeInDecimalDegrees,GeodeticDatum,VerbatimCoordinates,VerbatimCoordinatesSystem,VerbatimSRS,dwcType,BasisofRecord,ScientificName,TaxonRank
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2761,2013,5,Left,106,38,Left Front,9,Grassland/Prairie,NA,2013-01-03,19:26:34,{36F47B79-78A1-4305-8410-771B7E0068E2},-93.40243057,37.1150229,EPSG:4326,15N 464247.239E 4107708.124N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2762,2013,6,Right,27,63,Right Front,3,Upland Forest,NA,2013-01-03,19:30:36,{42354EF1-E231-4423-A17A-F96B740AD15C},-93.39980106,37.11054849,EPSG:4326,15N 464478.762E 4107210.763N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2763,2013,7,Right,151,22,Right Front,5,Grassland/Prairie,NA,2013-01-03,19:36:55,{2642B235-36B1-4BEF-8D05-0690176CD726},-93.40430707,37.10087346,EPSG:4326,15N 464073.843E 4106139.149N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2764,2013,8,Right,45,89,Right Front,2,Grassland/Prairie,NA,2013-01-03,19:39:37,{9655B77E-BA68-4C67-8C29-DA19D04A0976},-93.4041635,37.09804301,EPSG:4326,15N 464085.263E 4105825.096N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2765,2013,9,Right,61,77,Right Back,6,Grassland/Prairie,NA,2013-01-03,19:42:42,{D8DDC850-78D8-4052-BB0B-6EAC1CE233F8},-93.40371484,37.09495808,EPSG:4326,15N 464123.679E 4105482.698N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2766,2013,10,Left,184,74,Left Front,2,Grassland/Prairie,NA,2013-01-03,19:48:12,{8D771457-80D8-4912-BC60-43833094B332},-93.40778293,37.09391172,EPSG:4326,15N 463761.665E 4105368.164N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan031912,1,B,2013-01-03,19:12:00,-3.8,82.8,0,-9999,No rain,20:01:00,-4,85.7,0.4,62,No rain,70,41, 5 - 25, 50 - 75,0.905211139,2767,2013,11,Right,112,30,Right Front,2,Grassland/Prairie,NA,2013-01-03,19:54:52,{A724F057-0B52-46D9-9065-AFCD4DFDE729},-93.41550103,37.10207073,EPSG:4326,15N 463079.739E 4106276.262N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2768,2013,1,Left,49,98,Left Front,1,Upland Forest,NA,2013-01-03,20:12:37,{049AA6C1-181C-4E3D-9BC1-EA17B7D87D11},-93.41530793,37.1167382,EPSG:4326,15N 463104.015E 4107903.339N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2769,2013,2,Right,87,46,Right Front,1,Riparian Forest,NA,2013-01-03,20:17:13,{3161E9B4-F115-49D2-AFC9-BC1444E047EE},-93.40787249,37.11682412,EPSG:4326,15N 463764.623E 4107910.008N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2770,2013,3,Right,266,68,Right Back,2,Grassland/Prairie,NA,2013-01-03,20:19:14,{741F2294-BE29-45C6-B753-53E21EEB5E06},-93.40476328,37.1156733,EPSG:4326,15N 464040.303E 4107781.157N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2771,2013,4,Right,192,87,Right Front,4,Grassland/Prairie,NA,2013-01-03,20:20:42,{00BF119A-59D7-4C7A-AE75-5EF3D0049483},-93.40468536,37.11567368,EPSG:4326,15N 464047.225E 4107781.17N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2772,2013,5,Left,80,65,Left Front,4,Grassland/Prairie,NA,2013-01-03,20:22:18,{A65D2577-7C4A-4A63-BF93-ED830F83B391},-93.40410754,37.11567903,EPSG:4326,15N 464098.561E 4107781.544N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2773,2013,6,Left,113,35,Left Front,9,Grassland/Prairie,NA,2013-01-03,20:23:59,{6BD83D2B-8B31-486F-BDF7-9E97D9E3F015},-93.40245126,37.1150434,EPSG:4326,15N 464245.41E 4107710.404N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2774,2013,7,Right,36,85,Right Front,3,Upland Forest,NA,2013-01-03,20:27:22,{FF44BE70-1429-4E1E-AC84-9561F3CB55F8},-93.39963459,37.11046688,EPSG:4326,15N 464493.513E 4107201.648N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2775,2013,8,Right,202,26,Right Front,6,Grassland/Prairie,NA,2013-01-03,20:32:43,{EE0E37BD-8414-4474-9374-437A165169BA},-93.40435619,37.10066134,EPSG:4326,15N 464069.379E 4106115.636N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2776,2013,9,Right,130,70,Right Front,8,Grassland/Prairie,NA,2013-01-03,20:36:05,{F2395EDD-093E-4C03-9B2F-30258B7C6529},-93.40372439,37.09506034,EPSG:4326,15N 464122.878E 4105494.045N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2777,2013,10,Right,129,63,Right Front,4,Grassland/Prairie,NA,2013-01-03,20:39:20,{66570D21-72F5-4711-9B74-3F56EB942824},-93.4066472,37.09163225,EPSG:4326,15N 463861.513E 4105114.855N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2778,2013,11,Left,189,82,Left Front,2,Crop,NA,2013-01-03,20:40:33,{4B2DF8A5-A7F3-42C8-BF99-1BFD40013683},-93.40668676,37.0916565,EPSG:4326,15N 463858.008E 4105117.562N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2779,2013,12,Left,320,82,Left Front,2,Grassland/Prairie,NA,2013-01-03,20:42:24,{A80923FA-E77E-4B78-AE6E-55B5B8BECCBF},-93.40771163,37.09354287,EPSG:4326,15N 463767.826E 4105327.216N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan032010,1,C,2013-01-03,20:10:00,-4,85.7,0.4,62,No rain,20:54:00,-3.9,85.8,0,-9999,No rain,70,48, 50 - 75, 75 - 95,0.905211139,2780,2013,13,Right,154,26,Right Front,2,Grassland/Prairie,NA,2013-01-03,20:48:57,{DDEB7BBD-DA7F-456C-87EC-263AD1C7BDBF},-93.41576701,37.10258976,EPSG:4326,15N 463056.357E 4106333.944N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2781,2013,1,Right,33,20,Right Front,2,Grassland/Prairie,NA,2013-01-10,18:20:34,{3FAF420E-5A04-4127-A3DD-08DC1E7ABDB4},-93.41325944,37.11618418,EPSG:4326,15N 463285.736E 4107841.084N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2782,2013,2,Right,79,54,Right Front,6,Grassland/Prairie,NA,2013-01-10,18:24:55,{E23D6520-9732-4244-9769-BAC131C68D92},-93.40651349,37.11600858,EPSG:4326,15N 463884.97E 4107819.016N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2783,2013,3,Left,103,20,Left Front,3,Grassland/Prairie,NA,2013-01-10,18:27:01,{46731824-CFF3-457E-BB3D-EB1AA7C37AB7},-93.40536574,37.11567172,EPSG:4326,15N 463986.778E 4107781.211N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2784,2013,4,Right,68,77,Right Front,4,Grassland/Prairie,NA,2013-01-10,18:28:23,{B3228FE7-1BCC-42BC-A505-44020D9E9AD7},-93.40532155,37.11567244,EPSG:4326,15N 463990.705E 4107781.275N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2785,2013,5,Right,203,85,Right Front,2,Grassland/Prairie,NA,2013-01-10,18:30:13,{C91A6F42-AAAD-4264-AFA7-704A469ABF12},-93.40392787,37.11567812,EPSG:4326,15N 464114.524E 4107781.377N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2786,2013,6,Left,59,26,Left Front,3,Grassland/Prairie,NA,2013-01-10,18:33:36,{BD4BB54C-B76A-4862-8313-C23CC7270B65},-93.40176464,37.11317743,EPSG:4326,15N 464305.535E 4107503.143N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2787,2013,7,Right,90,45,Right Front,4,Grassland/Prairie,NA,2013-01-10,18:34:37,{40755412-B5B0-4BE3-8AAA-49E274B34F52},-93.40175889,37.11314514,EPSG:4326,15N 464306.031E 4107499.56N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2788,2013,8,Left,87,30,Left Front,3,Grassland/Prairie,NA,2013-01-10,18:36:13,{980DA5CC-6572-4177-BED0-88A3249ECC4E},-93.40161927,37.11254384,EPSG:4326,15N 464318.151E 4107432.8N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2789,2013,9,Left,59,17,Left Front,2,Grassland/Prairie,NA,2013-01-10,18:40:30,{EDD1999C-0566-46BD-A954-B96A9EC1B823},-93.39902269,37.10761989,EPSG:4326,15N 464546.551E 4106885.586N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2790,2013,10,Left,91,76,Left Front,3,Grassland/Prairie,NA,2013-01-10,18:42:40,{538EBC12-8202-4256-8993-B45C2B424B5E},-93.40052103,37.10565156,EPSG:4326,15N 464412.502E 4106667.786N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2791,2013,11,Right,103,27,Right Front,11,Grassland/Prairie,NA,2013-01-10,18:47:32,{009D48D4-85AF-4945-80AB-CA8DFD2A6515},-93.40434175,37.10074695,EPSG:4326,15N 464070.701E 4106125.128N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2792,2013,12,Right,102,31,Right Front,4,Grassland/Prairie,NA,2013-01-10,18:50:07,{16B0DD75-5466-4330-BADE-F9F382A5FA84},-93.40417318,37.09812638,EPSG:4326,15N 464084.444E 4105834.349N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2793,2013,13,Right,17,64,Right Front,1,Upland Forest,NA,2013-01-10,18:52:38,{3927098C-F835-4B59-B4CE-B71CD14DCF12},-93.40394192,37.09651815,EPSG:4326,15N 464104.234E 4105655.851N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2794,2013,14,Right,53,55,Right Front,2,Grassland/Prairie,NA,2013-01-10,18:54:58,{C2795A2B-FC2F-4B28-BAC2-820C1A6D70CA},-93.40371351,37.09494737,EPSG:4326,15N 464123.792E 4105481.508N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2795,2013,15,Right,135,78,Right Front,4,Riparian Forest,NA,2013-01-10,18:58:08,{7ED7243A-41F6-4C54-AB2B-EC1B190A73F8},-93.40452634,37.09160764,EPSG:4326,15N 464049.981E 4105111.321N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2796,2013,16,Left,142,40,Left Front,1,Grassland/Prairie,NA,2013-01-10,18:59:32,{EEB5BE2A-C1AF-48A3-B072-7D8530564B71},-93.40557799,37.09135241,EPSG:4326,15N 463956.399E 4105083.406N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2797,2013,17,Left,110,88,Left Back,2,Grassland/Prairie,NA,2013-01-10,19:00:39,{D3136E20-4286-4BE4-9C4F-6A72CC99877F},-93.40626783,37.09145044,EPSG:4326,15N 463895.14E 4105094.543N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2798,2013,18,Left,166,50,Left Front,3,Crop,NA,2013-01-10,19:01:54,{B0F15F22-1350-4223-B3F0-59A8509596CD},-93.40642529,37.09150465,EPSG:4326,15N 463881.172E 4105100.617N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2799,2013,19,Left,100,18,Left Front,5,Crop,NA,2013-01-10,19:04:02,{254C2009-3315-4F7F-8303-619F1C9F4D3A},-93.40706378,37.09198026,EPSG:4326,15N 463824.656E 4105153.621N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2800,2013,20,Left,179,30,Left Front,2,Grassland/Prairie,NA,2013-01-10,19:05:55,{3623D3F5-60EC-4D97-9957-8D3F5EB9D3E0},-93.40761209,37.09319319,EPSG:4326,15N 463776.506E 4105288.388N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2801,2013,21,Left,86,37,Left Front,7,Grassland/Prairie,NA,2013-01-10,19:07:22,{84D28FB2-B53E-49C6-869B-1038532F633C},-93.40774888,37.0936999,EPSG:4326,15N 463764.589E 4105344.651N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2802,2013,22,Left,56,52,Left Front,3,Grassland/Prairie,NA,2013-01-10,19:09:38,{307D5057-F38D-449F-8917-4581AFB3F3A2},-93.40787799,37.09492212,EPSG:4326,15N 463753.699E 4105480.288N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2803,2013,23,Left,237,30,Left Front,2,Grassland/Prairie,NA,2013-01-10,19:12:02,{EC5BA373-3FE4-4BD5-92D9-42C9AA71984C},-93.4088704,37.0957937,EPSG:4326,15N 463665.924E 4105577.357N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101816,2,A,2013-01-10,18:16:00,11.8,93.5,1.3,62,Light rain,19:25:00,9.7,97.4,0,-9999,Mist or fog,4,81, 95 - 100, 75 - 95,0.905211139,2804,2013,24,Left,9,48,Left Front,2,Upland Forest,NA,2013-01-10,19:22:39,{1442F207-5258-48CB-8155-52E6C9274F4B},-93.41612915,37.1072508,EPSG:4326,15N 463026.443E 4106851.162N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101928,2,B,2013-01-10,19:28:00,9.7,97.4,0,-9999,Mist or fog,20:20:00,9.3,98,0,-9999,Mist or fog,4,63, 75 - 95, 75 - 95,0.905211139,2805,2013,1,Right,150,85,Right Front,3,Grassland/Prairie,NA,2013-01-10,19:35:07,{3E859DE8-CDCF-40FB-B7EB-CFACC9BD2F3D},-93.40505153,37.11567097,EPSG:4326,15N 464014.692E 4107781.007N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101928,2,B,2013-01-10,19:28:00,9.7,97.4,0,-9999,Mist or fog,20:20:00,9.3,98,0,-9999,Mist or fog,4,63, 75 - 95, 75 - 95,0.905211139,2806,2013,2,Right,87,54,Right Front,3,Grassland/Prairie,NA,2013-01-10,19:37:41,{96779A38-50DD-4F94-846B-D300DC548B2D},-93.40500319,37.115671,EPSG:4326,15N 464018.987E 4107780.993N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
Wilson's Creek National Battlefield,WICR,WICRDeerSV2013Jan03,WICRDeerSV2013Jan101928,2,B,2013-01-10,19:28:00,9.7,97.4,0,-9999,Mist or fog,20:20:00,9.3,98,0,-9999,Mist or fog,4,63, 75 - 95, 75 - 95,0.905211139,2807,2013,3,Left,55,17,Left Front,3,Grassland/Prairie,NA,2013-01-10,19:38:34,{1DCC79F6-7607-4CFC-82D8-8B77DE73BF8F},-93.40447996,37.11568182,EPSG:4326,15N 464065.477E 4107781.995N,UTM,EPSG:26915,Event,HumanObservation,Odocoileus virginianus,Species
