EventID,PeriodID,ParkCode,Route,SurveyNumber,Round,DeerDate,StartTime,BeginningTemperatureInCelsius,BeginningHumidityInPercent,BeginningWindInMetersPerSecond,BeginningWindDirectionInDegrees,BeginningPrecipitation,EndTime,EndingTemperatureInCelsius,EndingHumidityInPercent,EndingWindInMetersPerSecond,EndingWindDirectionInDegrees,EndingPrecipitation,MoonIlluminationInPercent,DeerTotal,BeginningCloudCoverInPercent,EndingCloudCoverInPercent,FieldNotes,dwcType,BasisofRecord,ScientificName,TaxonRank
ARPODeerSV2019Feb052040,ARPODeerSv2019Jan29,ARPO,Tour Road,2,C,2019-02-05,20:40:00,20.5,92,3.8,353,No rain,21:16:00,20,93.6,5,353,No rain,0,36, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb111846,ARPODeerSv2019Jan29,ARPO,Tour Road,3,A,2019-02-11,18:46:00,17,96.4,2.2,12,Light rain,19:09:00,17,99.9,2.9,12,Light rain,33,31, 95 - 100, 95 - 100,Rain is borderline between 3 and 4 at both start and end.,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb111946,ARPODeerSv2019Jan29,ARPO,Tour Road,3,B,2019-02-11,19:46:00,17,99.9,2.9,12,Light rain,20:17:00,18.2,95.7,1.2,60,Light rain,33,45, 95 - 100, 95 - 100,Rain is borderline between 3 and 4 at both start and end.,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb191854,ARPODeerSv2019Jan29,ARPO,Tour Road,4,A,2019-02-19,18:54:00,5,100,2,209,Light drizzle,19:18:00,4.4,97.1,1.8,209,Mist or fog,100,32, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb191954,ARPODeerSv2019Jan29,ARPO,Tour Road,4,B,2019-02-19,19:54:00,7.8,100,2.2,82,Light drizzle,20:24:00,5.5,97.2,1.8,209,Mist or fog,100,36, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Feb192054,ARPODeerSv2019Jan29,ARPO,Tour Road,4,C,2019-02-19,20:54:00,5.5,97.2,1.8,209,Mist or fog,21:21:00,6,95.5,0.4,209,Light drizzle,100,34, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Jan291834,ARPODeerSv2019Jan29,ARPO,Tour Road,1,A,2019-01-29,18:34:00,1.1,58.5,1.3,360,No rain,19:33:00,-1.1,76,0.9,360,No rain,36,49,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2019Jan291942,ARPODeerSv2019Jan29,ARPO,Tour Road,1,B,2019-01-29,19:42:00,-1.1,76,0.9,360,No rain,20:30:00,-0.5,61,1.3,360,No rain,36,38,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan061812,ARPODeerSv2020Jan06,ARPO,Tour Road,1,A,2020-01-06,18:12:00,11.6,72.7,2,182,No rain,18:47:00,10.3,77.6,1.4,182,No rain,86,15, 50 - 75, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan061912,ARPODeerSv2020Jan06,ARPO,Tour Road,1,B,2020-01-06,19:12:00,10.3,77.6,1.4,182,No rain,19:49:00,10.2,74.7,1.7,182,No rain,86,22, 50 - 75, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan131819,ARPODeerSv2020Jan06,ARPO,Tour Road,2,A,2020-01-13,18:19:00,12.9,69.7,0.6,222,No rain,19:01:00,12.9,76.3,0.5,222,No rain,84,46, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan131919,ARPODeerSv2020Jan06,ARPO,Tour Road,2,B,2020-01-13,19:19:00,12.9,76.3,0.5,222,No rain,19:53:00,12.6,81.5,0,222,No rain,84,32, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan132019,ARPODeerSv2020Jan06,ARPO,Tour Road,2,C,2020-01-13,20:19:00,12.6,81.5,0,222,No rain,21:00:00,12.8,79.7,1,222,No rain,84,36, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan211826,ARPODeerSv2020Jan06,ARPO,Tour Road,3,A,2020-01-21,18:26:00,3.2,66.8,0.4,256,No rain,19:02:00,-0.2,74.7,0.5,284,No rain,7,27, 5 - 25, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan211926,ARPODeerSv2020Jan06,ARPO,Tour Road,3,B,2020-01-21,19:26:00,-0.2,74.7,0.5,284,No rain,20:05:00,0.2,73.4,0.4,284,No rain,7,29, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan271832,ARPODeerSv2020Jan06,ARPO,Tour Road,4,A,2020-01-27,18:32:00,11.9,85.3,0,275,No rain,19:10:00,9.1,83.9,0,275,No rain,10,46, 5 - 25, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan271932,ARPODeerSv2020Jan06,ARPO,Tour Road,4,B,2020-01-27,19:32:00,9.1,83.9,0,275,No rain,20:06:00,7.9,90.2,0.7,275,No rain,10,24, 1 - 5, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2020Jan272032,ARPODeerSv2020Jan06,ARPO,Tour Road,4,C,2020-01-27,20:32:00,7.9,90.2,0.7,275,No rain,21:09:00,6.9,90.8,0,275,No rain,10,26, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan101815,ARPODeerSv2022Jan10,ARPO,Tour Road,1,A,2022-01-10,18:15:00,3.7,96.1,0.1,180,No rain,18:54:00,3.7,96.1,0.1,180,No rain,62,16, 5 - 25,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan101915,ARPODeerSv2022Jan10,ARPO,Tour Road,1,B,2022-01-10,19:15:00,3.7,96.1,0.1,180,No rain,19:39:00,4.1,87.5,0.1,180,No rain,62,10,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan181822,ARPODeerSv2022Jan10,ARPO,Tour Road,2,A,2022-01-18,18:22:00,13.5,48.2,5.7,339,No rain,18:46:00,10.9,56.7,0,339,No rain,99,7, 50 - 75, 50 - 75,Wind meter on kestrel broke,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan181922,ARPODeerSv2022Jan10,ARPO,Tour Road,2,B,2022-01-18,19:22:00,10.9,56.7,0,339,No rain,19:43:00,10.9,56.7,0,339,No rain,99,5, 50 - 75, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan182022,ARPODeerSv2022Jan10,ARPO,Tour Road,2,C,2022-01-18,20:22:00,10.9,56.7,0,339,No rain,20:44:00,10.9,56.7,0,339,No rain,99,2, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan241828,ARPODeerSv2022Jan10,ARPO,Tour Road,3,A,2022-01-24,18:28:00,13.1,60,3.3,16,No rain,18:53:00,12.8,65.3,3.3,16,No rain,56,17, 95 - 100, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan241928,ARPODeerSv2022Jan10,ARPO,Tour Road,3,B,2022-01-24,19:28:00,12.8,65.3,3.3,16,No rain,19:54:00,12.8,65.3,3.3,16,No rain,56,14, 75 - 95, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan311835,ARPODeerSv2022Jan10,ARPO,Tour Road,4,A,2022-01-31,18:35:00,15,59.4,1,330,No rain,19:00:00,12.3,64.6,0.9,330,No rain,0,7,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan311935,ARPODeerSv2022Jan10,ARPO,Tour Road,4,B,2022-01-31,19:35:00,12.3,64.6,0.9,330,No rain,20:01:00,10.7,66.1,0.7,330,No rain,0,11,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2022Jan312035,ARPODeerSv2022Jan10,ARPO,Tour Road,4,C,2022-01-31,20:35:00,10.7,66.1,0.7,330,No rain,20:58:00,12.5,69,0.5,330,No rain,0,11,None present,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2023Jan091814,ARPODeerSv2023Jan09,ARPO,Tour Road,1,A,2023-01-09,18:14:00,-9999,79.9,2.1,28,No rain,18:50:00,-9999,77.4,0.9,28,No rain,94,6, 25 - 50, 5 - 25,Kestral weather gage not working well,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2023Jan091914,ARPODeerSv2023Jan09,ARPO,Tour Road,1,B,2023-01-09,19:14:00,-9999,77.4,0.9,28,No rain,19:48:00,-9999,71.1,0,-9999,No rain,94,8, 5 - 25, 5 - 25,Kestral weather gage having issues no temp.,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2023Jan171821,ARPODeerSv2023Jan09,ARPO,Tour Road,2,A,2023-01-17,18:21:00,17.4,79.3,1,219,No rain,19:02:00,20.1,73.8,0,-9999,No rain,25,38, 25 - 50, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2023Jan171921,ARPODeerSv2023Jan09,ARPO,Tour Road,2,B,2023-01-17,19:21:00,20.1,73.8,0,-9999,No rain,19:52:00,20.7,73.8,0.1,219,No rain,25,21, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
ARPODeerSV2023Jan172021,ARPODeerSv2023Jan09,ARPO,Tour Road,2,C,2023-01-17,20:21:00,20.7,73.8,0.1,219,No rain,20:51:00,20.7,73.8,0.1,219,No rain,25,17, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar101030,PERIDeerSV2005Mar10,PERI,Tour Road,1,DayA,2005-03-10,10:30:00,11.6,44.2,1,28,No rain,11:23:00,14.6,34.7,3.7,60,No rain,0,19, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar101130,PERIDeerSV2005Mar10,PERI,Tour Road,1,DayB,2005-03-10,11:30:00,11.8,33.6,3.5,104,No rain,12:17:00,14.8,35.2,3.8,89,No rain,0,13, 50 - 75, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar101230,PERIDeerSV2005Mar10,PERI,Tour Road,1,DayC,2005-03-10,12:30:00,13.2,35.1,4.5,108,No rain,13:25:00,14.9,34.8,2.4,93,No rain,0,20, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar101920,PERIDeerSV2005Mar10,PERI,Tour Road,1,A,2005-03-10,19:20:00,10,40.2,0,-9999,No rain,20:30:00,10.4,36.5,0.7,118,No rain,0,35, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar102033,PERIDeerSV2005Mar10,PERI,Tour Road,1,B,2005-03-10,20:33:00,10.4,36.5,0.7,118,No rain,21:27:00,9.3,37.8,2.3,80,No rain,0,22,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar102130,PERIDeerSV2005Mar10,PERI,Tour Road,1,C,2005-03-10,21:30:00,9.3,37.8,2.3,80,No rain,22:22:00,10.2,31.1,3.3,136,No rain,0,21, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar111033,PERIDeerSV2005Mar10,PERI,Tour Road,2,DayA,2005-03-11,10:33:00,9.9,26.4,4.1,128,No rain,11:15:00,10.1,29,3.8,102,No rain,0,12, 1 - 5, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar111130,PERIDeerSV2005Mar10,PERI,Tour Road,2,DayB,2005-03-11,11:30:00,10.7,31.4,5.1,117,No rain,12:09:00,12.1,26.9,4.3,114,No rain,0,11, 5 - 25, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar111230,PERIDeerSV2005Mar10,PERI,Tour Road,2,DayC,2005-03-11,12:30:00,12.3,29.5,4.4,114,No rain,13:12:00,13.5,27.2,5.4,108,No rain,0,11, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar111920,PERIDeerSV2005Mar10,PERI,Tour Road,2,A,2005-03-11,19:20:00,11.5,30,0,-9999,No rain,20:23:00,12.1,29.4,0.7,55,No rain,1,46,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar112024,PERIDeerSV2005Mar10,PERI,Tour Road,2,B,2005-03-11,20:24:00,12.1,29.4,0.7,55,No rain,21:19:00,11.4,29.6,1.1,60,No rain,1,41,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar112122,PERIDeerSV2005Mar10,PERI,Tour Road,2,C,2005-03-11,21:22:00,11.4,29.6,1.1,60,No rain,22:13:00,11.7,28.6,1.3,37,No rain,1,29,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar121030,PERIDeerSV2005Mar10,PERI,Tour Road,3,DayA,2005-03-12,10:30:00,20,26.2,1.3,27,No rain,11:07:00,23.3,21.9,1.8,15,No rain,0,4,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar121130,PERIDeerSV2005Mar10,PERI,Tour Road,3,DayB,2005-03-12,11:30:00,29.7,17.9,0.6,36,No rain,12:04:00,28.6,18.3,1.3,9,No rain,0,3,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar121230,PERIDeerSV2005Mar10,PERI,Tour Road,3,DayC,2005-03-12,12:30:00,26.6,17.9,2.5,22,No rain,13:04:00,27.1,16.1,1.2,21,No rain,0,7,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar121921,PERIDeerSV2005Mar10,PERI,Tour Road,3,A,2005-03-12,19:21:00,21.3,35.3,0,-9999,No rain,20:16:00,18,29.7,4.5,184,No rain,5,64,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar122021,PERIDeerSV2005Mar10,PERI,Tour Road,3,B,2005-03-12,20:21:00,18,29.7,4.5,184,No rain,21:14:00,14,37.6,5.4,184,No rain,5,50,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2005Mar122121,PERIDeerSV2005Mar10,PERI,Tour Road,3,C,2005-03-12,21:21:00,14,37.6,5.4,184,No rain,22:13:00,11.4,42.9,7.4,190,No rain,5,52,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2006Jan171821,PERIDeerSV2006Jan17,PERI,Tour Road,1,A,2006-01-17,18:21:00,2.5,44.1,1,130,No rain,19:33:00,0.7,50.2,0.5,168,No rain,93,21, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2006Jan181822,PERIDeerSV2006Jan17,PERI,Tour Road,2,A,2006-01-18,18:22:00,14.4,18.3,1.5,347,No rain,19:32:00,14,19.9,1.5,335,No rain,87,49, 75 - 95, 75 - 95,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2006Jan191823,PERIDeerSV2006Jan17,PERI,Tour Road,3,A,2006-01-19,18:23:00,15.6,58.2,1.8,14,No rain,19:39:00,14.6,60.3,0.9,9,No rain,80,40, 25 - 50, 25 - 50,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2007Jan221832,PERIDeerSV2007Jan22,PERI,Tour Road,1,A,2007-01-22,18:32:00,-1.3,64.3,1.8,119,No rain,19:42:00,-0.7,65,0.9,134,No rain,12,10, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2007Jan231833,PERIDeerSV2007Jan22,PERI,Tour Road,2,A,2007-01-23,18:33:00,5.5,46.5,0.4,11,No rain,19:29:00,4.8,47.5,0,-9999,No rain,21,17,Trace - 1, 1 - 5,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2007Jan241834,PERIDeerSV2007Jan22,PERI,Tour Road,3,A,2007-01-24,18:34:00,3,74.9,1.7,130,No rain,19:41:00,3.1,64.6,0,-9999,No rain,31,25,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Feb051845,PERIDeerSV2008Jan08,PERI,Tour Road,5,A,2008-02-05,18:45:00,5.2,75,4.3,92,Mist or fog,19:45:00,3.1,93.5,1.8,103,Mist or fog,1,31, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Feb051948,PERIDeerSV2008Jan08,PERI,Tour Road,5,B,2008-02-05,19:48:00,3.1,93.5,1.8,103,Mist or fog,20:41:00,3.3,93.6,0,-9999,No rain,1,26, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Feb052045,PERIDeerSV2008Jan08,PERI,Tour Road,5,C,2008-02-05,20:45:00,3.3,93.6,0,-9999,No rain,21:37:00,2.6,94,1.7,120,No rain,1,22, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan081832,PERIDeerSV2008Jan08,PERI,Tour Road,1,A,2008-01-08,18:32:00,2.9,86.9,2.2,118,No rain,19:07:00,2.7,84.5,0.1,89,No rain,1,5, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan081920,PERIDeerSV2008Jan08,PERI,Tour Road,1,B,2008-01-08,19:20:00,2.7,84.5,0.1,89,No rain,19:54:00,0.5,51.5,0,-9999,No rain,1,7,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan082015,PERIDeerSV2008Jan08,PERI,Tour Road,1,C,2008-01-08,20:15:00,0.5,79.6,0,-9999,No rain,20:51:00,0.5,58.5,0,-9999,No rain,1,5,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan151824,PERIDeerSV2008Jan08,PERI,Tour Road,2,A,2008-01-15,18:24:00,6.8,47.4,0.6,285,No rain,19:32:00,6.4,55.3,3.8,308,No rain,55,43,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan151934,PERIDeerSV2008Jan08,PERI,Tour Road,2,B,2008-01-15,19:34:00,6.4,55.3,3.8,308,No rain,20:29:00,5.7,57.1,0.9,300,No rain,55,33,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan152032,PERIDeerSV2008Jan08,PERI,Tour Road,2,C,2008-01-15,20:32:00,5.7,57.1,0.9,300,No rain,21:32:00,5.9,59.4,1.6,290,No rain,55,47,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan231833,PERIDeerSV2008Jan08,PERI,Tour Road,3,A,2008-01-23,18:33:00,1.6,30.5,0,-9999,No rain,19:33:00,-5.5,73.1,0,-9999,No rain,96,16,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan231934,PERIDeerSV2008Jan08,PERI,Tour Road,3,B,2008-01-23,19:34:00,-5.5,73.1,0,-9999,No rain,20:20:00,-5.5,73,0,-9999,No rain,96,3,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan232033,PERIDeerSV2008Jan08,PERI,Tour Road,3,C,2008-01-23,20:33:00,-4.5,64.9,0.8,122,No rain,21:13:00,-2.6,67.3,2.1,116,No rain,96,4,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan291839,PERIDeerSV2008Jan08,PERI,Tour Road,4,A,2008-01-29,18:39:00,-5.6,62.7,2.2,101,No rain,19:21:00,-6.2,70.9,1.1,115,No rain,49,13, 1 - 5,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan291939,PERIDeerSV2008Jan08,PERI,Tour Road,4,B,2008-01-29,19:39:00,-6,70.8,1.1,115,No rain,20:12:00,-7,80,0,-9999,No rain,49,1,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2008Jan292039,PERIDeerSV2008Jan08,PERI,Tour Road,4,C,2008-01-29,20:39:00,-7.6,80.2,0,-9999,No rain,21:14:00,-6.9,83.6,0,-9999,No rain,49,3,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb031845,PERIDeerSV2009Jan13,PERI,Tour Road,3,A,2009-02-03,18:45:00,-4.4,40.2,1.2,113,No rain,19:37:00,-5.6,55.8,0.4,134,No rain,64,21,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb031945,PERIDeerSV2009Jan13,PERI,Tour Road,3,B,2009-02-03,19:45:00,-5.6,55.8,0.4,134,No rain,20:32:00,-7.1,63.7,0.5,134,No rain,64,25,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb032045,PERIDeerSV2009Jan13,PERI,Tour Road,3,C,2009-02-03,20:45:00,-7.1,63.7,0.5,134,No rain,21:28:00,-7.4,72.2,0,-9999,No rain,64,28,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb101752,PERIDeerSV2009Jan13,PERI,Tour Road,4,A,2009-02-10,17:52:00,17.1,71.5,3.4,302,Mist or fog,19:06:00,16.1,75.8,3.1,-9999,Light rain,96,101, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb171900,PERIDeerSV2009Jan13,PERI,Tour Road,5,A,2009-02-17,19:00:00,11.4,65.4,2,4,No rain,20:01:00,11.2,84,2.4,4,No rain,42,75, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb172000,PERIDeerSV2009Jan13,PERI,Tour Road,5,B,2009-02-17,20:00:00,11.2,84,2.4,4,No rain,21:02:00,11.9,87.3,1.8,4,No rain,42,53, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Feb172100,PERIDeerSV2009Jan13,PERI,Tour Road,5,C,2009-02-17,21:00:00,11.9,87.3,1.8,4,No rain,22:07:00,13.1,90.2,1.5,4,Light rain,42,60, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan131823,PERIDeerSV2009Jan13,PERI,Tour Road,1,A,2009-01-13,18:23:00,-3.3,42.9,0,-9999,No rain,19:10:00,-4.4,51.3,0.7,315,No rain,86,21,Trace - 1,Trace - 1,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan131923,PERIDeerSV2009Jan13,PERI,Tour Road,1,B,2009-01-13,19:23:00,-4.4,51.3,0.7,315,No rain,20:04:00,-5,53.7,0,-9999,No rain,86,13,Trace - 1,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan132023,PERIDeerSV2009Jan13,PERI,Tour Road,1,C,2009-01-13,20:23:00,-5,53.7,0,-9999,No rain,21:05:00,-2.8,43.7,1.3,102,No rain,86,16,None present, 50 - 75,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan211831,PERIDeerSV2009Jan13,PERI,Tour Road,2,A,2009-01-21,18:31:00,1.2,60.9,0.6,288,No rain,19:31:00,-1.5,78.2,0,-9999,No rain,14,38,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan211931,PERIDeerSV2009Jan13,PERI,Tour Road,2,B,2009-01-21,19:31:00,-1.5,78.2,0,-9999,No rain,20:36:00,-1.8,82.2,0.3,290,No rain,14,33,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2009Jan212040,PERIDeerSV2009Jan13,PERI,Tour Road,2,C,2009-01-21,20:40:00,-1.8,82.2,0.3,290,No rain,21:29:00,-2.4,81.2,0,-9999,No rain,14,33,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Feb021843,PERIDeerSV2010Jan12,PERI,Tour Road,4,A,2010-02-02,18:43:00,0.8,73.1,0,-9999,No rain,19:44:00,-2,90.5,0,-9999,No rain,77,30, 25 - 50, 5 - 25,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Feb021945,PERIDeerSV2010Jan12,PERI,Tour Road,4,B,2010-02-02,19:45:00,-2,90.5,0,-9999,No rain,20:44:00,-2.6,94.1,0,-9999,No rain,77,20, 5 - 25,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Feb022048,PERIDeerSV2010Jan12,PERI,Tour Road,4,C,2010-02-02,20:48:00,-2.6,94.1,0,-9999,No rain,21:47:00,-3.8,94.9,0,-9999,No rain,77,15,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Feb101845,PERIDeerSV2010Jan12,PERI,Tour Road,5,A,2010-02-10,18:45:00,6.2,34.1,0,-9999,No rain,19:46:00,-5.6,83.7,0,-9999,No rain,7,37,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Feb101948,PERIDeerSV2010Jan12,PERI,Tour Road,5,B,2010-02-10,19:48:00,-5.6,83.7,0,-9999,No rain,20:45:00,-6.4,88.4,0,-9999,No rain,7,12,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan121822,PERIDeerSV2010Jan12,PERI,Tour Road,1,A,2010-01-12,18:22:00,-0.7,65.1,0,-9999,No rain,19:30:00,-2.7,80.8,0,-9999,No rain,4,40,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan121934,PERIDeerSV2010Jan12,PERI,Tour Road,1,B,2010-01-12,19:34:00,-2.7,80.8,0,-9999,No rain,20:30:00,-2.9,83.8,0,-9999,No rain,4,20,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan122034,PERIDeerSV2010Jan12,PERI,Tour Road,1,C,2010-01-12,20:34:00,-2.9,83.8,0,-9999,No rain,21:25:00,-2.8,83.3,0.6,214,No rain,4,21,None present,None present,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan201836,PERIDeerSV2010Jan12,PERI,Tour Road,2,A,2010-01-20,18:36:00,9.7,74.5,1,294,No rain,19:38:00,7.9,80.9,0,-9999,No rain,28,17, 5 - 25, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan201940,PERIDeerSV2010Jan12,PERI,Tour Road,2,B,2010-01-20,19:40:00,7.9,80.9,0,-9999,No rain,20:44:00,13.9,59.7,0.9,223,No rain,28,33, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
PERIDeerSV2010Jan202048,PERIDeerSV2010Jan12,PERI,Tour Road,2,C,2010-01-20,20:48:00,13.9,59.7,0.9,223,No rain,22:00:00,11.8,66,1.3,230,Light rain,28,59, 95 - 100, 95 - 100,NA,Event,HumanObservation,Odocoileus virginianus,Species
