ParkName,ParkCode,LocationID,PeriodID,EventID,CloudCover_Percent,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments,dwcType,dwcBasisOfRecord
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2018Sep18,OZARRMFISH2018Sep21,90,Calm,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT14,OZARRMFISH2022Aug29,OZARRMFISH2022Sep08,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFISH2012Sep24,OZARRMFish2012Sep24,75,Calm,None,NA,FALSE,NA,NA,Water levels very low - side channel was not connected,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT15,OZARRMFish2016Sep19,OZARRMFish2016Sep19,0,Calm,None,NA,FALSE,NA,Rained on Sunday afternoon,Not many fish collected-suspect that repeated flooding has pushed fish out; a large amount of sand has been deposited on island seperating main and backwater,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2014Sep22,OZARRMFish2014Oct07,0,Calm,None,NA,FALSE,NA,NA,site was shallow. Uniform width and depth,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2018Sep18,OZARRMFISH2018Oct03,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT16,OZARRMFISH2022Aug29,OZARRMFISH2022Sep22,100,Calm,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2005OCT20,OZARRMFISH2005OCT26,0,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT18,100,Calm,Rain,Light,FALSE,NA,mist in air during sampling,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct04,10,Light,None,NA,FALSE,NA,a little warm for October. lots of snakes out,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct08,0,Calm,None,NA,FALSE,NA,NA,Lots of deposited gravel/sand in reach due to floods in Sept.  Portions of bluff pool filled in with gravel.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,100,Calm,None,NA,FALSE,NA,NA,Water up about 1/2 foot from previous years. Rained previous Friday (10/9/09) - Jacks Fork came up ~ 4 feet at Hwy 17 Bridge.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,0,Calm,None,NA,FALSE,NA,NA,Rained previous week - backdown ~6inches water clear,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,80,Calm,None,NA,FALSE,NA,NA,Boat settings: 225v. 11 amps. Duty cycle: 30%. Rate: 40pps. Reach is actually 290m.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFish2016Sep19,OZARRMFish2016Sep27,0,Light,None,NA,FALSE,NA,NA,Not many sculpins seen in riffle or suckers seen in pool,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2018Sep18,OZARRMFISH2018Sep25,40,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,OZARRMFISH2022Aug29,OZARRMFISH2022Aug31,0,Calm,None,NA,FALSE,NA,Rained 0.5 inches two days prior.,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2005OCT20,OZARRMFISH2005OCT28,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,100,Light,Rain,Light,FALSE,NA,misting rain,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2007Oct01,OZARRMFish2007Oct02,100,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2008Oct06,OZARRMFish2008Oct10,5,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2009Oct05,OZARRMFish2009Oct14,100,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2012Sep24,OZARRMFish2012Oct01,0,Calm,None,NA,FALSE,NA,Rained on Sept 26 and 27; water levels rose more 200cfs at USGS gage Mt. View,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2014Sep22,OZARRMFish2014Oct03,10,Light,None,NA,FALSE,NA,NA,Backwater on river left is now a side channel.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFish2016Sep19,OZARRMFish2016Sep27,30,Light,None,NA,FALSE,NA,NA,Side channel on river left now ~1/2 of flow at this site,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep28,5,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,OZARRMFISH2022Aug29,OZARRMFISH2022Sep01,70,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2005OCT20,OZARRMFISH2005OCT27,90,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT05,100,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct03,0,Calm,None,NA,FALSE,NA,NA,original site is 385m. but generator broke - only sampled 342,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2008Oct06,OZARRMFish2008Oct07,100,Calm,Rain,Light,FALSE,NA,NA,Rained previous night- water clear.  Deposited gravel and sand along reach due to flooding in Sept.  Gavel/sand soft in places.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2009Oct05,OZARRMFish2009Oct19,100,Light,Rain,Moderate,FALSE,NA,Rained off and on during sampling,Water up about ~ 1 ft - deeper areas at upper end of reach could not be sampled,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2012Sep24,OZARRMFish2012Oct03,90,Calm,None,NA,FALSE,NA,NA,water levels good. water clear. rained previous week,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2014Sep22,OZARRMFish2014Oct01,0,Calm,None,NA,FALSE,NA,NA,Actual reach length is 320 (not 385),Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFish2016Sep19,OZARRMFish2016Sep22,10,Calm,None,NA,FALSE,NA,NA,Water up about 3-4 inches from previous week,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2018Sep18,OZARRMFISH2018Sep20,0,Calm,None,NA,FALSE,NA,NA,Site wider than previous years; left band washed out,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep07,40,Light,None,NA,FALSE,NA,NA,Only took 10 habitat transects. Transect 10 was at the new upper boundary flag.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT06,0,Light,None,NA,FALSE,NA,NA,Boundary of reach located at second riffle upstream of confluence with Jacks Fork.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,OZARRMFISH2007Oct01,OZARRMFish2007Oct01,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2009Oct05,OZARRMFish2009Oct13,100,Light,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2012Sep24,OZARRMFish2012Oct02,10,Calm,None,NA,FALSE,NA,NA,high conductivity made electrofishing difficult;  backpack kept shutting down; horses stirred up sediment during sample,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2014Sep22,OZARRMFish2014Oct02,90,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFish2016Sep19,OZARRMFish2016Sep21,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2018Sep18,OZARRMFISH2018Oct02,30,Light,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,OZARRMFISH2022Aug29,OZARRMFISH2022Sep13,10,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,0,Calm,None,NA,FALSE,NA,NA,sampling difficult due to deep fast water and veg,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul26,70,Calm,None,NA,FALSE,NA,Rained for approximately 1 hour yesterday afternoon around 5 pm.,Fast flows and deep pools difficult to sample; vegetation made it difficult to see stunned fish; water clear - visability good.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Jul29,50,Calm,None,NA,FALSE,NA,NA,Water had slight cloudiness during fish sample; some deep and fast areas difficult to fish sample; not many fish in center of channel - mostly margins; some fish escaped due to dislodged plug,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul25,40,Calm,None,NA,FALSE,NA,Rained day before,Cord on barge broke at Transect 5. Only sampled 114 m of reach,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSprngs2019Jul29,OZRSSprngs2019Jul29,0,Calm,None,NA,FALSE,NA,Rained previous day,Water levels normal,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE01,OZRSSprngs2022Jul27,OZRSSprngs2022Jul27,40,Calm,None,NA,FALSE,NA,No rain in several weeks.,Water levels about average.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE02,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul27,40,Light,None,NA,FALSE,NA,NA,Water lower than past years; difficult to shock and collect fish due to amount of vegetation. Didn't see a lot of fish getting away from boat,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE02,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul26,85,Calm,None,NA,FALSE,NA,NA,Spring run lowest levels on 6years,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE02,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Jul28,30,Calm,None,NA,FALSE,NA,NA,mist rising from water during electrofishing,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE02,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul23,50,Light,None,NA,FALSE,NA,NA,Backpack shocker kept overloading in backwater. Dialed settings to 200 volts. frequency to 40 pps. and duty cycle to 30% and ran fine. Boat motor died 3 times while electrofishing.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE02,OZRSSprngs2021Aug03,OZRSSprngs2021Aug05,5,Calm,None,NA,FALSE,NA,NA,Water slightly cloudy. water levels normal. Transects off from typical location due to faulty range finder and incorrect GPS location of lower boundary.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE03,OZRSSPRNGS2008Jul21,OZRSSPRNGS2008Jul22,75,Calm,None,NA,FALSE,NA,NA,Velocity was extremely fast in mid-channel making it difficult to stun/collect fish.  Stayed mostly to margins.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE03,OZRSSPRNGS2011Jul25,OZRSSPRNGS2011Jul25,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE03,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul28,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE03,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul25,30,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE03,OZRSSprngs2023Aug01,OZRSSprngs2023Aug02,30,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE04,OZRSSPRNGS2009Jul27,OZRSSPRNGS2009Jul28,100,Calm,None,NA,FALSE,NA,NA,Water on river left (main channel) was swift and difficult to net. However. didn't see lots of fish in swift current. Used 2 backpack shockers simultaneously (1 on side channel & 1 on main channel),Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE04,OZRSSPRNGS2012Jul23,OZRSSPRNGS2012Jul25,10,Calm,None,NA,FALSE,NA,NA,water levels low,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE04,OZRSSPRNGS2015Jul27,OZRSSPRNGS2015Aug06,20,Calm,None,NA,FALSE,NA,NA,water levels up ~ 0.5ft from normal; difficult to sample fast riffle/run on river left near bottom of reach; could not sample middle section of that riffle/run,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE04,OZRSSPRNGS2018Jul23,OZRSSPRNGS2018Jul24,0,Calm,None,NA,FALSE,NA,NA,Only 1 backpack shocker used to sample rather than 2 in tantum as used in past sampling of reach.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE04,OZRSSprngs2021Aug03,OZRSSprngs2021Aug03,20,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE05,OZRSSPRNGS2008Jul21,OZRSSPRNGS2008Jul21,100,Calm,None,NA,FALSE,NA,Scattered showers forecasted,Vegetation made it difficult to see some fish- fish got caught in veg.  Deep pool/run difficult to sample. soft sediment on river left made it difficult to get all the way to the bank.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE05,OZRSSPRNGS2011Jul25,OZRSSPRNGS2011Jul26,0,Light,None,NA,FALSE,NA,NA,Difficult sampling on River Left due to mucky substrate and deep pools; Dual backpacks used.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE05,OZRSSPRNGS2014Jul28,OZRSSPRNGS2014Jul29,100,Calm,None,NA,FALSE,NA,NA,Both backpack shockers quit working; only half of reach sampled,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE05,OZRSSPRNGS2017Jul24,OZRSSPRNGS2017Jul26,0,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE05,OZRSSprngs2023Aug01,OZRSSprngs2023Aug01,100,Calm,Rain,Moderate,FALSE,NA,Rained first half of the day.,Transects were spaced every 30m instead of 24m due to incorrect reach length in database. Ean extra 60m were sampled due to this error.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSPRNGS2007Jul23,OZRSSPRNGS2007Jul25,30,Calm,None,NA,FALSE,NA,NA,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSPRNGS2010Jul26,OZRSSPRNGS2010Jul28,25,Calm,None,NA,FALSE,NA,NA,Deep and fast water in center of spring run - difficult to sample.  Callitriche and Elodea present in reach.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Sep04,0,Calm,None,NA,FALSE,NA,NA,Could not measure discharge due to flow being too high.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul27,20,Calm,None,NA,FALSE,NA,Rained previous 2 days,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSprngs2019Jul29,OZRSSprngs2019Sep05,0,Calm,None,NA,FALSE,NA,NA,Water was slightly cloudy. could see 3 ft into water. DO probe did not calibrate properly-no readings taken.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE06,OZRSSprngs2022Jul27,OZRSSprngs2022Aug03,0,Light,None,NA,FALSE,NA,NA,Water normal level. Some cloudiness to the water but could see the bottom.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE07,OZRSSPRNGS2013Jul29,OZRSSPRNGS2013Aug16,95,Calm,None,NA,FALSE,NA,NA,Phillips was high previous week due to rain; fish near margins and cover.  Found Cardamine bulbosa in stream channel at transect 11.,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE07,OZRSSPRNGS2016Jul25,OZRSSPRNGS2016Jul25,40,Calm,None,NA,FALSE,NA,Rained day before,NA,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE07,OZRSSprngs2019Jul29,OZRSSprngs2019Jul29,20,Calm,None,NA,FALSE,NA,NA,Water levels slightly higher (3 inches) than in the past,Event,HumanObservation
Ozark National Scenic Riverways,OZAR,OZRSSPRNGSSITE07,OZRSSprngs2022Jul27,OZRSSprngs2022Jul28,100,Calm,Rain,Light,FALSE,NA,NA,NA,Event,HumanObservation
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2009May01,PERIStfish2009May01,100,Calm,Rain,Moderate,FALSE,NA,Some thunder,water was clear; good visability,Event,HumanObservation
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2012May02,PERIStfish2012May02,10,Moderate,None,NA,FALSE,NA,NA,Pratt Creek low; rained ~1.5 inches on Monday 4/30/12,Event,HumanObservation
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2015May12,PERIStfish2015May12,25,Calm,None,NA,FALSE,NA,NA,water slightly turbid due to weekend rains,Event,HumanObservation
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2018May10,PERIStfish2018May10,100,Calm,None,NA,FALSE,NA,Rained earlier in the day,NA,Event,HumanObservation
Pea Ridge National Military Park,PERI,PERIStfish01,PERIStfish2021May06,PERIStfish2021May06,0,Light,None,NA,FALSE,NA,NA,High flow event week prior to sampling. Debris ~ 4ft up on bank. Fish community data seems comparable to previous years.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2001Sep11,PIPEShiner2001Sep12,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,Sand shiners had red and black paracites ( most every fish),Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2002Sep17,PIPEShiner2002Sep17,-999,NA,NA,NA,FALSE,moderate flow between pools,partly cloudy,Most of the grasses are non-native. right bank maybe recorded as a category 4 habitat.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2003Sep02,PIPEShiner2003Sep04,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2004Sep16,PIPEShiner2004Sep16,-999,NA,NA,NA,FALSE,high flow,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2005Sep20,PIPEShiner2005Sep20,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,In pool 1 all fish were dead when the seine was pulled up.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2006Aug29,PIPEShiner2006Aug30,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2007Aug28,PIPEShiner2007Aug28,-999,NA,NA,NA,FALSE,moderate flow between pools,raining,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2008Aug26,PIPEShiner2008Aug26,-999,NA,NA,NA,TRUE,flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2009Aug24,PIPEShiner2009Aug25,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2010Aug31,PIPEShiner2010Aug31,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,Rained ~ 1.34 inches previous evening; water level up about 1/2 foot and turbid - about 5-6 inch visibility. NO FISH COLLECTED AT SITE 2,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2013Sep13,PIPEShiner2013Sep13,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,Water levels low; sampling effective.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2016Sep10,PIPEShiner2016Sep10,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2021Aug26,PIPEShiner2021Aug26,-999,NA,NA,NA,FALSE,flow between pools,cloudy,Rained in the morning. About ~1 1/2 inches; stream up ~6 inches and turbid.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2022Aug18,PIPEShiner2022Aug18,-999,NA,NA,NA,FALSE,flow between pools,cloudy,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01above,PIPEShiner2023Aug29,PIPEShiner2023Aug29,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,A lot of filamentous algae present. Difficult to get fish out tof seine and into the bucket,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2001Sep11,PIPEShiner2001Sep11,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,Streambank is dominated by Reed Canary Grass.  Large boulders and cobble prevented from effective sampling.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2002Sep17,PIPEShiner2002Sep17,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,Northern pike was pools 2 and 3.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2003Sep02,PIPEShiner2003Sep04,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,Picture 5-8 of Topeka Shiner 35 mm camera; Kate.  Picture 9 Black Bullhead; 10 White Sucker; 11 Green Sunfish; 12 sampling; 13.14 Male Topeka Shiner; 15 Sand Shiner; 16.17 Johnny Darter.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2004Sep16,PIPEShiner2004Sep16,-999,NA,NA,NA,FALSE,high flow,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2005Sep20,PIPEShiner2005Sep20,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2006Aug29,PIPEShiner2006Aug29,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2007Aug28,PIPEShiner2007Aug28,-999,NA,NA,NA,FALSE,moderate flow between pools,raining,sampling very effective at site 1 due to soft sediment; difficult to seine run habitat due to large cobble,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2008Aug26,PIPEShiner2008Aug26,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2009Aug24,PIPEShiner2009Aug25,-999,NA,NA,NA,FALSE,flow between pools,cloudy,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2010Aug31,PIPEShiner2010Aug31,-999,NA,NA,NA,FALSE,flow between pools,cloudy,Rained ~ 1.34 inches previous evening; water up about 1/2 foot and turbid ~ 5-6 inch visibility,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2011Aug31,PIPEShiner2011Aug31,-999,NA,NA,NA,FALSE,flow between pools,cloudy,High water levels this spring and early summer. Some side channels still had flowing water. No Topeka shiners caught during seining. Used electrofishing on site #3 (pool) and site #5 (run) to collect,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2012Aug22,PIPEShiner2012Aug22,-999,NA,NA,NA,FALSE,trickle between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2013Sep13,PIPEShiner2013Sep14,-999,NA,NA,NA,FALSE,flow between pools,cloudy,The weather was also raining.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2015Sep12,PIPEShiner2015Sep12,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,pictures taken by SDSU students and faculty,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2016Sep10,PIPEShiner2016Sep10,-999,NA,NA,NA,FALSE,moderate flow between pools,clear-sunny,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2021Aug26,PIPEShiner2021Aug26,-999,NA,NA,NA,FALSE,flow between pools,raining,Rained 2 hours before sampling. Water levels rose ~ 6 inches from previous day. Water turbid - could not see stream bottom. Also cloudy.,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2022Aug18,PIPEShiner2022Aug18,-999,NA,NA,NA,FALSE,flow between pools,cloudy,NA,Event,HumanObservation
Pipestone National Monument,PIPE,PIPEShiner01lower,PIPEShiner2023Aug29,PIPEShiner2023Aug29,-999,NA,NA,NA,FALSE,flow between pools,clear-sunny,Pool had aquatic vegetation in center of channel making it difficult to get fish out of seine,Event,HumanObservation
