ParkUnit,Plot,SubPlot,EventDate,CanopyType,ReadingNumber,DotScore
Lincoln Boyhood,LIBO2,1,2007-06-09,Hardwood,2,70
Lincoln Boyhood,LIBO2,1,2007-06-09,Hardwood,3,74
Lincoln Boyhood,LIBO2,1,2007-06-09,Hardwood,4,70
Lincoln Boyhood,LIBO2,1,2007-06-09,Total,1,74
Lincoln Boyhood,LIBO2,1,2007-06-09,Total,2,70
Lincoln Boyhood,LIBO2,1,2007-06-09,Total,3,74
Lincoln Boyhood,LIBO2,1,2007-06-09,Total,4,70
Lincoln Boyhood,LIBO2,1,2011-05-20,Hardwood,1,84
Lincoln Boyhood,LIBO2,1,2011-05-20,Hardwood,2,84
Lincoln Boyhood,LIBO2,1,2011-05-20,Hardwood,3,86
Lincoln Boyhood,LIBO2,1,2011-05-20,Hardwood,4,88
Lincoln Boyhood,LIBO2,1,2011-05-20,Total,1,84
Lincoln Boyhood,LIBO2,1,2011-05-20,Total,2,84
Lincoln Boyhood,LIBO2,1,2011-05-20,Total,3,86
Lincoln Boyhood,LIBO2,1,2011-05-20,Total,4,88
Lincoln Boyhood,LIBO2,1,2015-05-15,Hardwood,1,86
Lincoln Boyhood,LIBO2,1,2015-05-15,Hardwood,2,96
Lincoln Boyhood,LIBO2,1,2015-05-15,Hardwood,3,87
Lincoln Boyhood,LIBO2,1,2015-05-15,Hardwood,4,79
Lincoln Boyhood,LIBO2,1,2015-05-15,Total,1,86
Lincoln Boyhood,LIBO2,1,2015-05-15,Total,2,96
Lincoln Boyhood,LIBO2,1,2015-05-15,Total,3,87
Lincoln Boyhood,LIBO2,1,2015-05-15,Total,4,79
Lincoln Boyhood,LIBO2,1,2019-05-18,Hardwood,1,88
Lincoln Boyhood,LIBO2,1,2019-05-18,Hardwood,2,84
Lincoln Boyhood,LIBO2,1,2019-05-18,Hardwood,3,85
Lincoln Boyhood,LIBO2,1,2019-05-18,Hardwood,4,88
Lincoln Boyhood,LIBO2,1,2019-05-18,Total,1,88
Lincoln Boyhood,LIBO2,1,2019-05-18,Total,2,84
Lincoln Boyhood,LIBO2,1,2019-05-18,Total,3,85
Lincoln Boyhood,LIBO2,1,2019-05-18,Total,4,88
Lincoln Boyhood,LIBO20,1,2007-06-10,Hardwood,1,90
Lincoln Boyhood,LIBO20,1,2007-06-10,Hardwood,2,94
Lincoln Boyhood,LIBO20,1,2007-06-10,Hardwood,3,94
Lincoln Boyhood,LIBO20,1,2007-06-10,Hardwood,4,90
Lincoln Boyhood,LIBO20,1,2007-06-10,Total,1,90
Lincoln Boyhood,LIBO20,1,2007-06-10,Total,2,94
Lincoln Boyhood,LIBO20,1,2007-06-10,Total,3,94
Lincoln Boyhood,LIBO20,1,2007-06-10,Total,4,90
Lincoln Boyhood,LIBO20,1,2011-05-20,Hardwood,1,72
Lincoln Boyhood,LIBO20,1,2011-05-20,Hardwood,2,82
Lincoln Boyhood,LIBO20,1,2011-05-20,Hardwood,3,65
Lincoln Boyhood,LIBO20,1,2011-05-20,Hardwood,4,62
Lincoln Boyhood,LIBO20,1,2011-05-20,Total,1,72
Lincoln Boyhood,LIBO20,1,2011-05-20,Total,2,82
Lincoln Boyhood,LIBO20,1,2011-05-20,Total,3,65
Lincoln Boyhood,LIBO20,1,2011-05-20,Total,4,62
Lincoln Boyhood,LIBO20,1,2015-05-16,Hardwood,1,95
Lincoln Boyhood,LIBO20,1,2015-05-16,Hardwood,2,96
Lincoln Boyhood,LIBO20,1,2015-05-16,Hardwood,3,95
Lincoln Boyhood,LIBO20,1,2015-05-16,Hardwood,4,95
Lincoln Boyhood,LIBO20,1,2015-05-16,Total,1,95
Lincoln Boyhood,LIBO20,1,2015-05-16,Total,2,96
Lincoln Boyhood,LIBO20,1,2015-05-16,Total,3,95
Lincoln Boyhood,LIBO20,1,2015-05-16,Total,4,95
Lincoln Boyhood,LIBO20,1,2019-05-17,Hardwood,1,87
Lincoln Boyhood,LIBO20,1,2019-05-17,Hardwood,2,86
Lincoln Boyhood,LIBO20,1,2019-05-17,Hardwood,3,89
Lincoln Boyhood,LIBO20,1,2019-05-17,Hardwood,4,88
Lincoln Boyhood,LIBO20,1,2019-05-17,Total,1,87
Lincoln Boyhood,LIBO20,1,2019-05-17,Total,2,86
Lincoln Boyhood,LIBO20,1,2019-05-17,Total,3,89
Lincoln Boyhood,LIBO20,1,2019-05-17,Total,4,88
Lincoln Boyhood,LIBO22,1,2007-06-10,Hardwood,1,94
Lincoln Boyhood,LIBO22,1,2007-06-10,Hardwood,2,92
Lincoln Boyhood,LIBO22,1,2007-06-10,Hardwood,3,94
Lincoln Boyhood,LIBO22,1,2007-06-10,Hardwood,4,92
Lincoln Boyhood,LIBO22,1,2007-06-10,Total,1,94
Lincoln Boyhood,LIBO22,1,2007-06-10,Total,2,92
Lincoln Boyhood,LIBO22,1,2007-06-10,Total,3,94
Lincoln Boyhood,LIBO22,1,2007-06-10,Total,4,92
Lincoln Boyhood,LIBO22,1,2011-05-20,Hardwood,1,75
Lincoln Boyhood,LIBO22,1,2011-05-20,Hardwood,2,50
Lincoln Boyhood,LIBO22,1,2011-05-20,Hardwood,3,84
Lincoln Boyhood,LIBO22,1,2011-05-20,Hardwood,4,88
Lincoln Boyhood,LIBO22,1,2011-05-20,Total,1,75
Lincoln Boyhood,LIBO22,1,2011-05-20,Total,2,50
Lincoln Boyhood,LIBO22,1,2011-05-20,Total,3,84
Lincoln Boyhood,LIBO22,1,2011-05-20,Total,4,88
Lincoln Boyhood,LIBO22,1,2015-05-15,Hardwood,1,92
Lincoln Boyhood,LIBO22,1,2015-05-15,Hardwood,2,95
Lincoln Boyhood,LIBO22,1,2015-05-15,Hardwood,3,96
Lincoln Boyhood,LIBO22,1,2015-05-15,Hardwood,4,96
Lincoln Boyhood,LIBO22,1,2015-05-15,Total,1,92
Lincoln Boyhood,LIBO22,1,2015-05-15,Total,2,95
Lincoln Boyhood,LIBO22,1,2015-05-15,Total,3,96
Lincoln Boyhood,LIBO22,1,2015-05-15,Total,4,96
Lincoln Boyhood,LIBO22,1,2019-05-17,Hardwood,1,89
Lincoln Boyhood,LIBO22,1,2019-05-17,Hardwood,2,85
Lincoln Boyhood,LIBO22,1,2019-05-17,Hardwood,3,87
Lincoln Boyhood,LIBO22,1,2019-05-17,Hardwood,4,93
Lincoln Boyhood,LIBO22,1,2019-05-17,Total,1,89
Lincoln Boyhood,LIBO22,1,2019-05-17,Total,2,85
Lincoln Boyhood,LIBO22,1,2019-05-17,Total,3,87
Lincoln Boyhood,LIBO22,1,2019-05-17,Total,4,93
Lincoln Boyhood,LIBO23,1,2007-06-10,Hardwood,1,80
Lincoln Boyhood,LIBO23,1,2007-06-10,Hardwood,2,76
Lincoln Boyhood,LIBO23,1,2007-06-10,Hardwood,3,86
Lincoln Boyhood,LIBO23,1,2007-06-10,Hardwood,4,84
Lincoln Boyhood,LIBO23,1,2007-06-10,Total,1,80
Lincoln Boyhood,LIBO23,1,2007-06-10,Total,2,76
Lincoln Boyhood,LIBO23,1,2007-06-10,Total,3,86
Lincoln Boyhood,LIBO23,1,2007-06-10,Total,4,84
Lincoln Boyhood,LIBO23,1,2011-05-20,Hardwood,1,62
Lincoln Boyhood,LIBO23,1,2011-05-20,Hardwood,2,80
Lincoln Boyhood,LIBO23,1,2011-05-20,Hardwood,3,76
Lincoln Boyhood,LIBO23,1,2011-05-20,Hardwood,4,60
Lincoln Boyhood,LIBO23,1,2011-05-20,Total,1,62
Lincoln Boyhood,LIBO23,1,2011-05-20,Total,2,80
Lincoln Boyhood,LIBO23,1,2011-05-20,Total,3,76
Lincoln Boyhood,LIBO23,1,2011-05-20,Total,4,60
Lincoln Boyhood,LIBO23,1,2015-05-16,Hardwood,1,96
Lincoln Boyhood,LIBO23,1,2015-05-16,Hardwood,2,95
Lincoln Boyhood,LIBO23,1,2015-05-16,Hardwood,3,94
Lincoln Boyhood,LIBO23,1,2015-05-16,Hardwood,4,95
Lincoln Boyhood,LIBO23,1,2015-05-16,Total,1,96
Lincoln Boyhood,LIBO23,1,2015-05-16,Total,2,95
Lincoln Boyhood,LIBO23,1,2015-05-16,Total,3,94
Lincoln Boyhood,LIBO23,1,2015-05-16,Total,4,95
Lincoln Boyhood,LIBO23,1,2019-05-17,Hardwood,1,74
Lincoln Boyhood,LIBO23,1,2019-05-17,Hardwood,2,86
Lincoln Boyhood,LIBO23,1,2019-05-17,Hardwood,3,76
Lincoln Boyhood,LIBO23,1,2019-05-17,Hardwood,4,70
Lincoln Boyhood,LIBO23,1,2019-05-17,Total,1,74
Lincoln Boyhood,LIBO23,1,2019-05-17,Total,2,86
Lincoln Boyhood,LIBO23,1,2019-05-17,Total,3,76
Lincoln Boyhood,LIBO23,1,2019-05-17,Total,4,70
Lincoln Boyhood,LIBO24,1,2007-06-09,Hardwood,1,72
Lincoln Boyhood,LIBO24,1,2007-06-09,Hardwood,2,78
Lincoln Boyhood,LIBO24,1,2007-06-09,Hardwood,3,88
Lincoln Boyhood,LIBO24,1,2007-06-09,Hardwood,4,92
Lincoln Boyhood,LIBO24,1,2007-06-09,Total,1,72
Lincoln Boyhood,LIBO24,1,2007-06-09,Total,2,78
Lincoln Boyhood,LIBO24,1,2007-06-09,Total,3,88
Lincoln Boyhood,LIBO24,1,2007-06-09,Total,4,92
Lincoln Boyhood,LIBO24,1,2011-05-20,Hardwood,1,89
Lincoln Boyhood,LIBO24,1,2011-05-20,Hardwood,2,90
Lincoln Boyhood,LIBO24,1,2011-05-20,Hardwood,3,88
Lincoln Boyhood,LIBO24,1,2011-05-20,Hardwood,4,88
Lincoln Boyhood,LIBO24,1,2011-05-20,Total,1,89
Lincoln Boyhood,LIBO24,1,2011-05-20,Total,2,90
Lincoln Boyhood,LIBO24,1,2011-05-20,Total,3,88
Lincoln Boyhood,LIBO24,1,2011-05-20,Total,4,88
Lincoln Boyhood,LIBO24,1,2015-05-16,Hardwood,1,96
Lincoln Boyhood,LIBO24,1,2015-05-16,Hardwood,2,91
Lincoln Boyhood,LIBO24,1,2015-05-16,Hardwood,3,95
Lincoln Boyhood,LIBO24,1,2015-05-16,Hardwood,4,96
Lincoln Boyhood,LIBO24,1,2015-05-16,Total,1,96
Lincoln Boyhood,LIBO24,1,2015-05-16,Total,2,91
Lincoln Boyhood,LIBO24,1,2015-05-16,Total,3,95
Lincoln Boyhood,LIBO24,1,2015-05-16,Total,4,96
Lincoln Boyhood,LIBO24,1,2019-05-17,Hardwood,1,93
Lincoln Boyhood,LIBO24,1,2019-05-17,Hardwood,2,89
Lincoln Boyhood,LIBO24,1,2019-05-17,Hardwood,3,91
Lincoln Boyhood,LIBO24,1,2019-05-17,Hardwood,4,90
Lincoln Boyhood,LIBO24,1,2019-05-17,Total,1,93
Lincoln Boyhood,LIBO24,1,2019-05-17,Total,2,89
Lincoln Boyhood,LIBO24,1,2019-05-17,Total,3,91
Lincoln Boyhood,LIBO24,1,2019-05-17,Total,4,90
Lincoln Boyhood,LIBO26,1,2007-06-10,Hardwood,1,94
Lincoln Boyhood,LIBO26,1,2007-06-10,Hardwood,2,92
Lincoln Boyhood,LIBO26,1,2007-06-10,Hardwood,3,88
Lincoln Boyhood,LIBO26,1,2007-06-10,Hardwood,4,93
Lincoln Boyhood,LIBO26,1,2007-06-10,Total,1,94
Lincoln Boyhood,LIBO26,1,2007-06-10,Total,2,92
Lincoln Boyhood,LIBO26,1,2007-06-10,Total,3,88
Lincoln Boyhood,LIBO26,1,2007-06-10,Total,4,93
Lincoln Boyhood,LIBO26,1,2011-05-21,Hardwood,1,90
Lincoln Boyhood,LIBO26,1,2011-05-21,Hardwood,2,88
Lincoln Boyhood,LIBO26,1,2011-05-21,Hardwood,3,50
Lincoln Boyhood,LIBO26,1,2011-05-21,Hardwood,4,82
Lincoln Boyhood,LIBO26,1,2011-05-21,Total,1,90
Lincoln Boyhood,LIBO26,1,2011-05-21,Total,2,88
Lincoln Boyhood,LIBO26,1,2011-05-21,Total,3,50
Lincoln Boyhood,LIBO26,1,2011-05-21,Total,4,82
Lincoln Boyhood,LIBO26,1,2015-05-15,Hardwood,1,92
Lincoln Boyhood,LIBO26,1,2015-05-15,Hardwood,2,96
Lincoln Boyhood,LIBO26,1,2015-05-15,Hardwood,3,96
Lincoln Boyhood,LIBO26,1,2015-05-15,Hardwood,4,79
Lincoln Boyhood,LIBO26,1,2015-05-15,Total,1,92
Lincoln Boyhood,LIBO26,1,2015-05-15,Total,2,96
Lincoln Boyhood,LIBO26,1,2015-05-15,Total,3,96
Lincoln Boyhood,LIBO26,1,2015-05-15,Total,4,79
Lincoln Boyhood,LIBO26,1,2019-05-17,Hardwood,1,88
Lincoln Boyhood,LIBO26,1,2019-05-17,Hardwood,2,82
Lincoln Boyhood,LIBO26,1,2019-05-17,Hardwood,3,83
Lincoln Boyhood,LIBO26,1,2019-05-17,Hardwood,4,87
Lincoln Boyhood,LIBO26,1,2019-05-17,Total,1,88
Lincoln Boyhood,LIBO26,1,2019-05-17,Total,2,82
Lincoln Boyhood,LIBO26,1,2019-05-17,Total,3,83
Lincoln Boyhood,LIBO26,1,2019-05-17,Total,4,87
Lincoln Boyhood,LIBO27,1,2007-06-10,Hardwood,1,96
Lincoln Boyhood,LIBO27,1,2007-06-10,Hardwood,2,94
Lincoln Boyhood,LIBO27,1,2007-06-10,Hardwood,3,90
Lincoln Boyhood,LIBO27,1,2007-06-10,Hardwood,4,96
Lincoln Boyhood,LIBO27,1,2007-06-10,Total,1,96
Lincoln Boyhood,LIBO27,1,2007-06-10,Total,2,94
Lincoln Boyhood,LIBO27,1,2007-06-10,Total,3,90
Lincoln Boyhood,LIBO27,1,2007-06-10,Total,4,96
Lincoln Boyhood,LIBO27,1,2011-05-21,Hardwood,1,80
Lincoln Boyhood,LIBO27,1,2011-05-21,Hardwood,2,84
Lincoln Boyhood,LIBO27,1,2011-05-21,Hardwood,3,86
Lincoln Boyhood,LIBO27,1,2011-05-21,Hardwood,4,90
Lincoln Boyhood,LIBO27,1,2011-05-21,Total,1,80
Lincoln Boyhood,LIBO27,1,2011-05-21,Total,2,84
Lincoln Boyhood,LIBO27,1,2011-05-21,Total,3,86
Lincoln Boyhood,LIBO27,1,2011-05-21,Total,4,90
Lincoln Boyhood,LIBO27,1,2015-05-15,Hardwood,1,95
Lincoln Boyhood,LIBO27,1,2015-05-15,Hardwood,2,96
Lincoln Boyhood,LIBO27,1,2015-05-15,Hardwood,3,95
Lincoln Boyhood,LIBO27,1,2015-05-15,Hardwood,4,94
Lincoln Boyhood,LIBO27,1,2015-05-15,Total,1,95
Lincoln Boyhood,LIBO27,1,2015-05-15,Total,2,96
Lincoln Boyhood,LIBO27,1,2015-05-15,Total,3,95
Lincoln Boyhood,LIBO27,1,2015-05-15,Total,4,94
Lincoln Boyhood,LIBO27,1,2019-05-17,Hardwood,1,90
Lincoln Boyhood,LIBO27,1,2019-05-17,Hardwood,2,91
Lincoln Boyhood,LIBO27,1,2019-05-17,Hardwood,3,81
Lincoln Boyhood,LIBO27,1,2019-05-17,Hardwood,4,84
Lincoln Boyhood,LIBO27,1,2019-05-17,Total,1,90
Lincoln Boyhood,LIBO27,1,2019-05-17,Total,2,91
Lincoln Boyhood,LIBO27,1,2019-05-17,Total,3,81
Lincoln Boyhood,LIBO27,1,2019-05-17,Total,4,84
Lincoln Boyhood,LIBO28,1,2007-06-10,Hardwood,1,96
Lincoln Boyhood,LIBO28,1,2007-06-10,Hardwood,2,96
Lincoln Boyhood,LIBO28,1,2007-06-10,Hardwood,3,80
Lincoln Boyhood,LIBO28,1,2007-06-10,Hardwood,4,76
Lincoln Boyhood,LIBO28,1,2007-06-10,Total,1,96
Lincoln Boyhood,LIBO28,1,2007-06-10,Total,2,96
Lincoln Boyhood,LIBO28,1,2007-06-10,Total,3,80
Lincoln Boyhood,LIBO28,1,2007-06-10,Total,4,76
Lincoln Boyhood,LIBO28,1,2011-05-20,Hardwood,1,90
Lincoln Boyhood,LIBO28,1,2011-05-20,Hardwood,2,87
Lincoln Boyhood,LIBO28,1,2011-05-20,Hardwood,3,82
Lincoln Boyhood,LIBO28,1,2011-05-20,Hardwood,4,86
Lincoln Boyhood,LIBO28,1,2011-05-20,Total,1,90
Lincoln Boyhood,LIBO28,1,2011-05-20,Total,2,87
Lincoln Boyhood,LIBO28,1,2011-05-20,Total,3,82
Lincoln Boyhood,LIBO28,1,2011-05-20,Total,4,86
Lincoln Boyhood,LIBO28,1,2015-05-16,Hardwood,1,95
Lincoln Boyhood,LIBO28,1,2015-05-16,Hardwood,2,96
Lincoln Boyhood,LIBO28,1,2015-05-16,Hardwood,3,89
Lincoln Boyhood,LIBO28,1,2015-05-16,Hardwood,4,81
Lincoln Boyhood,LIBO28,1,2015-05-16,Total,1,95
Lincoln Boyhood,LIBO28,1,2015-05-16,Total,2,96
Lincoln Boyhood,LIBO28,1,2015-05-16,Total,3,89
Lincoln Boyhood,LIBO28,1,2015-05-16,Total,4,81
Lincoln Boyhood,LIBO28,1,2019-05-17,Hardwood,1,89
Lincoln Boyhood,LIBO28,1,2019-05-17,Hardwood,2,58
Lincoln Boyhood,LIBO28,1,2019-05-17,Hardwood,3,94
Lincoln Boyhood,LIBO28,1,2019-05-17,Hardwood,4,87
Lincoln Boyhood,LIBO28,1,2019-05-17,Total,1,89
Lincoln Boyhood,LIBO28,1,2019-05-17,Total,2,58
Lincoln Boyhood,LIBO28,1,2019-05-17,Total,3,94
Lincoln Boyhood,LIBO28,1,2019-05-17,Total,4,87
Lincoln Boyhood,LIBO29,1,2007-06-10,Conifer,1,11
Lincoln Boyhood,LIBO29,1,2007-06-10,Conifer,2,10
Lincoln Boyhood,LIBO29,1,2007-06-10,Conifer,3,11
Lincoln Boyhood,LIBO29,1,2007-06-10,Conifer,4,15
Lincoln Boyhood,LIBO29,1,2007-06-10,Hardwood,1,96
Lincoln Boyhood,LIBO29,1,2007-06-10,Hardwood,2,96
Lincoln Boyhood,LIBO29,1,2007-06-10,Hardwood,3,93
Lincoln Boyhood,LIBO29,1,2007-06-10,Hardwood,4,92
Lincoln Boyhood,LIBO29,1,2007-06-10,Total,1,96
Lincoln Boyhood,LIBO29,1,2007-06-10,Total,2,96
Lincoln Boyhood,LIBO29,1,2007-06-10,Total,3,96
Lincoln Boyhood,LIBO29,1,2007-06-10,Total,4,94
Lincoln Boyhood,LIBO29,1,2011-05-21,Conifer,1,14
Lincoln Boyhood,LIBO29,1,2011-05-21,Conifer,2,16
Lincoln Boyhood,LIBO29,1,2011-05-21,Conifer,3,0
Lincoln Boyhood,LIBO29,1,2011-05-21,Conifer,4,0
Lincoln Boyhood,LIBO29,1,2011-05-21,Hardwood,1,50
Lincoln Boyhood,LIBO29,1,2011-05-21,Hardwood,2,60
Lincoln Boyhood,LIBO29,1,2011-05-21,Hardwood,3,62
Lincoln Boyhood,LIBO29,1,2011-05-21,Hardwood,4,74
Lincoln Boyhood,LIBO29,1,2011-05-21,Total,1,84
Lincoln Boyhood,LIBO29,1,2011-05-21,Total,2,84
Lincoln Boyhood,LIBO29,1,2011-05-21,Total,3,62
Lincoln Boyhood,LIBO29,1,2011-05-21,Total,4,74
Lincoln Boyhood,LIBO29,1,2015-05-15,Hardwood,1,94
Lincoln Boyhood,LIBO29,1,2015-05-15,Hardwood,2,94
Lincoln Boyhood,LIBO29,1,2015-05-15,Hardwood,3,92
Lincoln Boyhood,LIBO29,1,2015-05-15,Hardwood,4,94
Lincoln Boyhood,LIBO29,1,2015-05-15,Total,1,94
Lincoln Boyhood,LIBO29,1,2015-05-15,Total,2,94
Lincoln Boyhood,LIBO29,1,2015-05-15,Total,3,92
Lincoln Boyhood,LIBO29,1,2015-05-15,Total,4,94
Lincoln Boyhood,LIBO29,1,2019-05-17,Conifer,1,10
Lincoln Boyhood,LIBO29,1,2019-05-17,Conifer,2,2
Lincoln Boyhood,LIBO29,1,2019-05-17,Conifer,3,0
Lincoln Boyhood,LIBO29,1,2019-05-17,Conifer,4,11
Lincoln Boyhood,LIBO29,1,2019-05-17,Hardwood,1,77
Lincoln Boyhood,LIBO29,1,2019-05-17,Hardwood,2,82
Lincoln Boyhood,LIBO29,1,2019-05-17,Hardwood,3,86
Lincoln Boyhood,LIBO29,1,2019-05-17,Hardwood,4,77
Lincoln Boyhood,LIBO29,1,2019-05-17,Total,1,87
Lincoln Boyhood,LIBO29,1,2019-05-17,Total,2,84
Lincoln Boyhood,LIBO29,1,2019-05-17,Total,3,86
Lincoln Boyhood,LIBO29,1,2019-05-17,Total,4,88
Lincoln Boyhood,LIBO3,1,2007-06-09,Hardwood,1,76
Lincoln Boyhood,LIBO3,1,2007-06-09,Hardwood,2,80
Lincoln Boyhood,LIBO3,1,2007-06-09,Hardwood,3,92
Lincoln Boyhood,LIBO3,1,2007-06-09,Hardwood,4,88
Lincoln Boyhood,LIBO3,1,2007-06-09,Total,1,76
Lincoln Boyhood,LIBO3,1,2007-06-09,Total,2,80
Lincoln Boyhood,LIBO3,1,2007-06-09,Total,3,92
Lincoln Boyhood,LIBO3,1,2007-06-09,Total,4,88
Lincoln Boyhood,LIBO3,1,2011-05-20,Hardwood,1,84
Lincoln Boyhood,LIBO3,1,2011-05-20,Hardwood,2,86
Lincoln Boyhood,LIBO3,1,2011-05-20,Hardwood,3,86
Lincoln Boyhood,LIBO3,1,2011-05-20,Hardwood,4,90
Lincoln Boyhood,LIBO3,1,2011-05-20,Total,1,84
Lincoln Boyhood,LIBO3,1,2011-05-20,Total,2,86
Lincoln Boyhood,LIBO3,1,2011-05-20,Total,3,86
Lincoln Boyhood,LIBO3,1,2011-05-20,Total,4,90
Lincoln Boyhood,LIBO3,1,2015-05-15,Hardwood,1,87
Lincoln Boyhood,LIBO3,1,2015-05-15,Hardwood,2,90
Lincoln Boyhood,LIBO3,1,2015-05-15,Hardwood,3,96
Lincoln Boyhood,LIBO3,1,2015-05-15,Hardwood,4,94
Lincoln Boyhood,LIBO3,1,2015-05-15,Total,1,87
Lincoln Boyhood,LIBO3,1,2015-05-15,Total,2,90
Lincoln Boyhood,LIBO3,1,2015-05-15,Total,3,96
Lincoln Boyhood,LIBO3,1,2015-05-15,Total,4,94
Lincoln Boyhood,LIBO3,1,2019-05-18,Hardwood,1,83
Lincoln Boyhood,LIBO3,1,2019-05-18,Hardwood,2,88
Lincoln Boyhood,LIBO3,1,2019-05-18,Hardwood,3,86
Lincoln Boyhood,LIBO3,1,2019-05-18,Hardwood,4,88
Lincoln Boyhood,LIBO3,1,2019-05-18,Total,1,83
Lincoln Boyhood,LIBO3,1,2019-05-18,Total,2,88
Lincoln Boyhood,LIBO3,1,2019-05-18,Total,3,86
Lincoln Boyhood,LIBO3,1,2019-05-18,Total,4,88
Lincoln Boyhood,LIBO30,1,2007-06-10,Conifer,3,2
Lincoln Boyhood,LIBO30,1,2007-06-10,Hardwood,1,94
Lincoln Boyhood,LIBO30,1,2007-06-10,Hardwood,2,72
Lincoln Boyhood,LIBO30,1,2007-06-10,Hardwood,3,90
Lincoln Boyhood,LIBO30,1,2007-06-10,Hardwood,4,92
Lincoln Boyhood,LIBO30,1,2007-06-10,Total,1,94
Lincoln Boyhood,LIBO30,1,2007-06-10,Total,2,72
Lincoln Boyhood,LIBO30,1,2007-06-10,Total,3,90
Lincoln Boyhood,LIBO30,1,2007-06-10,Total,4,92
Lincoln Boyhood,LIBO30,1,2011-05-21,Hardwood,1,80
Lincoln Boyhood,LIBO30,1,2011-05-21,Hardwood,2,76
Lincoln Boyhood,LIBO30,1,2011-05-21,Hardwood,3,86
Lincoln Boyhood,LIBO30,1,2011-05-21,Hardwood,4,90
Lincoln Boyhood,LIBO30,1,2011-05-21,Total,1,80
Lincoln Boyhood,LIBO30,1,2011-05-21,Total,2,76
Lincoln Boyhood,LIBO30,1,2011-05-21,Total,3,86
Lincoln Boyhood,LIBO30,1,2011-05-21,Total,4,90
Lincoln Boyhood,LIBO30,1,2015-05-15,Hardwood,1,94
Lincoln Boyhood,LIBO30,1,2015-05-15,Hardwood,2,96
Lincoln Boyhood,LIBO30,1,2015-05-15,Hardwood,3,95
Lincoln Boyhood,LIBO30,1,2015-05-15,Hardwood,4,94
Lincoln Boyhood,LIBO30,1,2015-05-15,Total,1,94
Lincoln Boyhood,LIBO30,1,2015-05-15,Total,2,96
Lincoln Boyhood,LIBO30,1,2015-05-15,Total,3,95
Lincoln Boyhood,LIBO30,1,2015-05-15,Total,4,94
Lincoln Boyhood,LIBO30,1,2019-05-17,Hardwood,1,85
Lincoln Boyhood,LIBO30,1,2019-05-17,Hardwood,2,83
Lincoln Boyhood,LIBO30,1,2019-05-17,Hardwood,3,81
Lincoln Boyhood,LIBO30,1,2019-05-17,Hardwood,4,76
Lincoln Boyhood,LIBO30,1,2019-05-17,Total,1,85
Lincoln Boyhood,LIBO30,1,2019-05-17,Total,2,83
Lincoln Boyhood,LIBO30,1,2019-05-17,Total,3,81
Lincoln Boyhood,LIBO30,1,2019-05-17,Total,4,76
Lincoln Boyhood,LIBO31,1,2007-06-10,Conifer,3,2
Lincoln Boyhood,LIBO31,1,2007-06-10,Hardwood,1,86
Lincoln Boyhood,LIBO31,1,2007-06-10,Hardwood,2,90
Lincoln Boyhood,LIBO31,1,2007-06-10,Hardwood,3,96
Lincoln Boyhood,LIBO31,1,2007-06-10,Hardwood,4,86
Lincoln Boyhood,LIBO31,1,2007-06-10,Total,1,86
Lincoln Boyhood,LIBO31,1,2007-06-10,Total,2,90
Lincoln Boyhood,LIBO31,1,2007-06-10,Total,3,96
Lincoln Boyhood,LIBO31,1,2007-06-10,Total,4,86
Lincoln Boyhood,LIBO31,1,2011-05-20,Hardwood,1,86
Lincoln Boyhood,LIBO31,1,2011-05-20,Hardwood,2,90
Lincoln Boyhood,LIBO31,1,2011-05-20,Hardwood,3,88
Lincoln Boyhood,LIBO31,1,2011-05-20,Hardwood,4,90
Lincoln Boyhood,LIBO31,1,2011-05-20,Total,1,86
Lincoln Boyhood,LIBO31,1,2011-05-20,Total,2,90
Lincoln Boyhood,LIBO31,1,2011-05-20,Total,3,88
Lincoln Boyhood,LIBO31,1,2011-05-20,Total,4,90
Lincoln Boyhood,LIBO31,1,2015-05-16,Hardwood,1,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Hardwood,2,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Hardwood,3,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Hardwood,4,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Total,1,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Total,2,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Total,3,96
Lincoln Boyhood,LIBO31,1,2015-05-16,Total,4,96
Lincoln Boyhood,LIBO31,1,2019-05-17,Hardwood,1,94
Lincoln Boyhood,LIBO31,1,2019-05-17,Hardwood,2,94
Lincoln Boyhood,LIBO31,1,2019-05-17,Hardwood,3,89
Lincoln Boyhood,LIBO31,1,2019-05-17,Hardwood,4,92
Lincoln Boyhood,LIBO31,1,2019-05-17,Total,1,94
Lincoln Boyhood,LIBO31,1,2019-05-17,Total,2,94
Lincoln Boyhood,LIBO31,1,2019-05-17,Total,3,89
Lincoln Boyhood,LIBO31,1,2019-05-17,Total,4,92
Lincoln Boyhood,LIBO32,1,2007-06-09,Conifer,1,2
Lincoln Boyhood,LIBO32,1,2007-06-09,Conifer,4,2
Lincoln Boyhood,LIBO32,1,2007-06-09,Hardwood,1,92
Lincoln Boyhood,LIBO32,1,2007-06-09,Hardwood,2,90
Lincoln Boyhood,LIBO32,1,2007-06-09,Hardwood,3,94
Lincoln Boyhood,LIBO32,1,2007-06-09,Hardwood,4,90
Lincoln Boyhood,LIBO32,1,2007-06-09,Total,1,94
