"ParkName","ParkCode","dwcType","dwcBasisOfRecord","PeriodDescriptor","CalYr","scientificName","DataReleaseID","Reading_No","PAR_CanopyInMicroMolePerMeterSquaredPerSecond","PAR_FullSunInMicroMolePerMeterSquaredPerSecond"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5f",1,50.69,921.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5e",1,197.48,650.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5d",1,959.2,973.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5g",1,776.8,956.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_31e",1,435.3,1482.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_31f",1,86.9,1773
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_31c",1,482.8,1774.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_31b",1,1063.7,1809.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_31a",1,967.4,1854
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37a",1,367.7,520.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37b",1,346.7,641.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37c",1,1153.2,1199.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37f",1,97.96,325.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37e",1,852.8,1749.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37d",1,157.58,467.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37g",1,1618.4,1802.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37h",1,348,1080.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_37i",1,147.28,1403.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38g",1,764.3,1855
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38h",1,1346,1506.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38i",1,1674,1737
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38f",1,1611.8,1721.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38e",1,1630.3,1767.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38d",1,1289.1,1840.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38a",1,341.6,895.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38b",1,219.3,632.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_38c",1,131.99,1880
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39a",1,1398.8,1567.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39b",1,1881.1,1970.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39c",1,449.2,495.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39f",1,327.5,444.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39e",1,999.6,1192.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39d",1,1995.3,1893.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39g",1,1850.8,1929.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39h",1,1494.4,1523
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_39i",1,1760.7,1924.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40g",1,1623.3,1720.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40h",1,1209.3,1956.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40i",1,185.16,1263.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40f",1,274.1,579.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40e",1,118.14,454.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40d",1,143.78,365.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40a",1,1653.3,1910.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40b",1,215.1,1361.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_40c",1,556.7,990.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41a",1,673.9,1962.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41b",1,945.4,957.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41c",1,732.1,1915.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41f",1,875.6,1982.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41e",1,317.2,448.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41d",1,137.51,332.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41g",1,289.7,1772.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41h",1,877.7,1889.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_41i",1,276.6,1881.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42g",1,1272,1870.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42h",1,94.32,1876.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42i",1,1584.1,1924.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42f",1,874.7,1973.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42e",1,111.14,2039
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42d",1,1084.4,2061
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42a",1,139.06,2076
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42b",1,386.9,2066
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_42c",1,209.5,2031
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48c",1,613.3,2065
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48b",1,186.37,2102
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48a",1,103.4,946.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48d",1,237.8,1971.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48e",1,425,2088
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48f",1,575.5,1445
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48g",1,153.38,1967.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48h",1,845.1,1972.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_48i",1,138.54,1994
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47c",1,1856.5,1963.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47b",1,1811.9,1973.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47a",1,718,1986.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47d",1,46.9,1998
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47e",1,1910,2018
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47f",1,396.1,2050
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47i",1,148.38,2099
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47h",1,1887.2,2089
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_47g",1,136.8,2098
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46i",1,97.42,1959.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46h",1,1855.3,2052
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46g",1,2075,2058
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46d",1,2003,2098
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46e",1,1874.3,2147
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46f",1,50.04,500.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46c",1,123.49,1410.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46b",1,1976.5,2165
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_46a",1,1919.4,2113
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45c",1,2027,2119
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45b",1,1736.5,2181
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45a",1,1374.6,1562.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45d",1,2045,2123
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45e",1,2052,2052
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45f",1,1924.1,2018
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45i",1,2014,2027
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45h",1,1968.7,2019
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_45g",1,1966.1,1997.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44i",1,2016,1994.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44h",1,2010,2010
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44g",1,1977.4,2037
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44d",1,1809.7,1809.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44e",1,1951.5,1890.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44f",1,2164,2076
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44c",1,556.7,577.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44b",1,542.4,641.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_44a",1,886.9,1176.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43c",1,1406.1,1432.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43b",1,714.8,1414.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43a",1,418.2,721.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43d",1,1488.5,2060
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43e",1,382.7,630.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43f",1,458.8,2194
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43i",1,308.7,556.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43h",1,368.6,545.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_43g",1,853.5,1158.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49a",1,268.7,506.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49b",1,1595.1,2180
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49c",1,369.1,715.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49f",1,476.6,1563.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49e",1,709.1,1385.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49d",1,270.1,533
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49g",1,1419.5,2207
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49h",1,1909,2137
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_49i",1,532.5,1894.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50g",1,1041.9,1757
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50h",1,491,662.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50i",1,329.4,463.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50f",1,419.1,473.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50e",1,411.1,997.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50d",1,1659.2,2096
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50a",1,1443,2176
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50b",1,2148,2095
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_50c",1,2108,1912.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51a",1,1408.9,1415.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51b",1,1764.6,2097
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51c",1,1089.5,1219.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51f",1,2155,2181
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51e",1,2091,2173
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51d",1,1111.6,2172
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_51g",1,1329.1,2202
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5h",1,693.2,930.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_5i",1,61.38,869.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6a",1,113.96,220.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6b",1,128.24,227.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6c",1,129.97,235.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6d",1,129.13,254.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6e",1,57.84,249.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6f",1,123.91,241.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6g",1,125.87,260.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6h",1,57.8,264.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_6i",1,94.52,268.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12c",1,75.66,273.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12b",1,49.25,280.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12a",1,26.82,288.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12d",1,94.32,290.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12e",1,127.67,292.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12f",1,49.15,297.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12i",1,159.65,303.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12h",1,154.47,314
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_12g",1,142.36,321.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11i",1,150.75,326.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11h",1,179.79,332.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11g",1,99.91,347.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11d",1,83.05,384.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11e",1,192.36,354.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11f",1,196.9,341.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11c",1,162.91,341.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11b",1,203.9,386.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_11a",1,60.1,376.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10c",1,247.5,439.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10b",1,318,594.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10a",1,298.9,622
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10d",1,297.2,535.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10e",1,286.3,485.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10f",1,53.83,552.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10i",1,84.67,550.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10h",1,290.8,546.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_10g",1,450.7,554.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9i",1,325.9,532.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9h",1,185.66,472
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9g",1,301.3,423.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9d",1,303.7,399.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9e",1,149.3,391.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9f",1,92.3,383
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9c",1,243.4,375.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9b",1,231.3,370.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_9a",1,316,368.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8c",1,90.17,366.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8b",1,147.79,365.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8a",1,121.28,370.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8d",1,140.85,373.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8e",1,162.48,371.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8f",1,132.59,369.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8i",1,195.28,379.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8h",1,184.03,383.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_8g",1,126,388.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7i",1,126.14,392.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7h",1,202,398.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7g",1,253.9,403.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7d",1,255.3,403.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7e",1,226.2,410.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7f",1,198.41,415.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7c",1,231.4,423.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7b",1,247.5,433.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_7a",1,264.5,440.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13a",1,261.2,456.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13b",1,216.1,479.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13c",1,207.5,496.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13f",1,214.4,505.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13e",1,181.89,518.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13d",1,299.5,528.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13g",1,287.8,543.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13h",1,196.88,548.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_13i",1,286.1,564.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14g",1,334.8,592.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14h",1,140.92,624.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14i",1,350.6,644.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14f",1,66.85,672.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14e",1,241.1,679.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14d",1,171.12,688.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation","Spring",2015,"Physaria filiformis","A_14a",1,212.3,704.2
