"ParkName","ParkCode","dwcType","dwcBasisOfRecord","CalYr","scientificName","DataReleaseID","dbhInCentimeters"
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_22h",21.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_22h",19.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_22h",3.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_22i",22.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_22i",1.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23a",28.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23b",17.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23b",4.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23c",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23c",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23c",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",17.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",1.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",1.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",1.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23d",9.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23e",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23f",17
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23f",1.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23f",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23f",4.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23f",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23g",18.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23g",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23g",2.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23h",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23h",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23h",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_23i",30
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_24e",16.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_24e",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_24h",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_25b",13
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_25c",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_25c",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_25e",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_25h",13.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26a",13.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26a",17.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26b",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26c",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26c",3.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26e",5.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26e",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26f",15.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26f",15
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26g",12.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26g",19.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26g",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26i",25.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26i",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26i",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26i",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_26i",19.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",7.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",4.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",5.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27a",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27b",2.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27b",6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_27b",5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",4.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",0.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",5.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",12.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",3.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",2.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_61i",3.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",3.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",7.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",5.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",3.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",6.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",5.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",5.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",3.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",6.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",4.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",8.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",2.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62a",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62c",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",3.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",3.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",8.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",7.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",3.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62d",3.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62e",7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62e",9.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62e",4.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62e",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62f",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62f",6.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62f",8.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62f",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62f",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",9.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",10.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",5.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",5.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",7.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",6.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62g",4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",2.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",2.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",6.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",3.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",2.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",5.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",3.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_62h",5.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85e",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85e",7.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85e",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85e",6.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85f",2.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85f",3.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85f",13.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85f",11.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85g",5.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85g",2.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85g",5.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85g",5.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85g",1.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85h",14.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85h",15
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_85i",10
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86a",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86a",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86a",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86a",0.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86b",2.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86b",10.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86b",13.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86b",3.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86c",6.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86c",1.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86c",0.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86d",12.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86d",0.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86d",6.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86d",16.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86d",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86e",11.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86e",16.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86e",17.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86e",14.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86f",4.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86e",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86g",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86h",14.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86h",2.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86h",9.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86h",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86h",11.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86i",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86i",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86i",16.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_86i",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_87e",11.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",16.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",10.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",5.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",9.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88b",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",13.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",3.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",1.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",6.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",6.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",6.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88c",1.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88d",19.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88d",9.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",5.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",7.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",0.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88e",9.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88f",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88f",8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88f",3.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88f",9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88g",6.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88h",10.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88h",10.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88h",5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88h",9.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88i",11.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88i",13.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88i",7.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_88i",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89b",7.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89b",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89c",14.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89f",9.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89i",17.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_89i",19.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8b",6.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8c",20.2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8d",9.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8e",15
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8f",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8f",4.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8f",12
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8g",2.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8g",14.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8h",1.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_8i",13.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",15.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",7.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",9.4
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",7.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",4.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90a",1.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90b",28.9
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90c",15.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90d",0.1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90d",1
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90d",15.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90d",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90e",19
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90e",15.3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90e",2
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",5.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",5.7
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",4.6
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",8.5
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",3
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90f",5.8
"Wilson's Creek National Battlefield","WICR","Event","HumanObservation",2015,"Juniperus virginiana","A_90g",6.5
