"ParkName","ParkCode","Season","LocationID","EventID","RiffleNo","Replicate","Width","Depth","Velocity","Substrate","Substrate_mm","Embeddedness","Embeddedness%","Vegetation","Vegetation%","Algae","Algae%","Periphyton","Periphyton%","Deposition","Deposition%","Organics","Organics%","DETimeStamp"
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",2,"L",-999.00,33.00,0.54,14.00,38.50,3.00,57.50,0.00,0.00,2.00,25.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",2,"M",-999.00,22.00,0.92,14.00,38.50,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",2,"R",-999.00,22.00,0.80,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",3,"L",-999.00,12.00,0.54,13.00,27.30,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",3,"M",-999.00,40.00,0.90,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM03","OZARRMINVE2016Nov03",3,"R",-999.00,46.00,1.15,12.00,19.30,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",1,"L",-999.00,28.00,0.50,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",1,"M",-999.00,28.00,0.91,16.00,77.00,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",1,"R",-999.00,36.00,0.62,15.00,54.50,2.00,25.00,1.00,5.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",2,"L",-999.00,20.00,0.31,16.00,77.00,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",2,"M",-999.00,14.00,0.59,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",2,"R",-999.00,13.00,0.39,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",3,"L",-999.00,18.00,0.47,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",3,"M",-999.00,10.00,0.44,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM04","OZARRMINVE2016Nov10",3,"R",-999.00,18.00,0.82,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",1,"L",-999.00,52.00,0.76,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",1,"M",-999.00,32.00,0.77,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",1,"R",-999.00,38.00,0.92,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",2,"L",-999.00,40.00,0.82,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",2,"M",-999.00,38.00,1.28,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",2,"R",-999.00,23.00,0.67,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",3,"L",-999.00,20.00,0.83,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",3,"M",-999.00,12.00,0.54,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM05","OZARRMINVE2016Nov10",3,"R",-999.00,16.00,0.72,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",1,"L",-999.00,22.00,0.72,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",1,"M",-999.00,32.00,0.67,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",1,"R",-999.00,38.00,0.70,16.00,77.00,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",2,"L",-999.00,52.00,0.86,16.00,77.00,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",2,"M",-999.00,48.00,0.81,16.00,77.00,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",2,"R",-999.00,36.00,0.82,15.00,54.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",3,"L",-999.00,12.00,0.72,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",3,"M",-999.00,12.00,0.36,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECM06","OZARRMINVE2016Nov03",3,"R",-999.00,8.00,0.21,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",1,"L",-999.00,11.00,0.38,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",1,"M",-999.00,13.00,0.37,13.00,27.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",1,"R",-999.00,12.00,0.40,14.00,38.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",2,"L",-999.00,26.00,0.84,12.00,19.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",2,"M",-999.00,25.00,1.18,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",2,"R",-999.00,14.00,0.68,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",3,"L",-999.00,10.00,0.31,12.00,19.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",3,"M",-999.00,18.00,0.48,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT06","OZARRMINVE2016Nov02",3,"R",-999.00,17.00,0.45,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",1,"L",-999.00,18.00,0.42,16.00,77.00,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",1,"M",-999.00,20.00,0.69,15.00,54.50,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",1,"R",-999.00,16.00,0.75,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",2,"L",-999.00,22.00,0.57,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",2,"M",-999.00,20.00,0.71,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",2,"R",-999.00,20.00,0.58,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",3,"L",-999.00,27.00,0.60,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",3,"M",-999.00,10.00,0.48,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT14","OZARRMINVE2016Nov03",3,"R",-999.00,17.00,0.58,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",1,"L",-999.00,26.00,0.58,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",1,"M",-999.00,16.00,0.71,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",1,"R",-999.00,11.00,0.61,13.00,27.30,3.00,57.50,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",2,"L",-999.00,8.00,0.24,12.00,19.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",2,"M",-999.00,16.00,0.44,12.00,19.30,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",2,"R",-999.00,10.00,0.46,10.00,9.65,3.00,57.50,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",3,"L",-999.00,14.00,0.30,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",3,"M",-999.00,12.00,0.53,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVECT15","OZARRMINVE2016Nov09",3,"R",-999.00,17.00,0.32,13.00,27.30,3.00,57.50,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",1,"L",-999.00,22.00,0.86,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",1,"M",-999.00,28.00,0.77,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",1,"R",-999.00,20.00,0.57,18.00,154.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",2,"L",-999.00,42.00,0.94,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",2,"M",-999.00,36.00,0.58,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",2,"R",-999.00,24.00,0.63,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",3,"L",-999.00,16.00,0.52,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",3,"M",-999.00,14.00,0.83,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM01","OZARRMINVE2016Nov01",3,"R",-999.00,16.00,0.48,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",1,"L",-999.00,17.00,1.03,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",1,"M",-999.00,12.00,0.62,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",1,"R",-999.00,22.00,0.66,16.00,77.00,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",2,"L",-999.00,34.00,0.95,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",2,"M",-999.00,38.00,0.96,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",2,"R",-999.00,34.00,0.66,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",3,"L",-999.00,24.00,0.37,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",3,"M",-999.00,26.00,0.54,12.00,19.30,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM02","OZARRMINVE2016Nov01",3,"R",-999.00,22.00,0.80,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",1,"L",-999.00,20.00,0.72,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",1,"M",-999.00,22.00,0.93,15.00,54.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",1,"R",-999.00,26.00,0.75,13.00,27.30,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",2,"L",-999.00,24.00,0.38,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",2,"M",-999.00,20.00,0.48,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",2,"R",-999.00,26.00,0.39,15.00,54.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",3,"L",-999.00,32.00,0.57,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",3,"M",-999.00,34.00,1.30,16.00,77.00,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJM03","OZARRMINVE2016Nov02",3,"R",-999.00,18.00,0.98,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,2.00,25.00,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",1,"L",-999.00,22.00,0.41,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",1,"M",-999.00,14.00,0.89,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",1,"R",-999.00,18.00,0.44,13.00,27.30,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",2,"L",-999.00,12.00,0.48,12.00,19.30,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",2,"M",-999.00,14.00,0.37,14.00,38.50,2.00,25.00,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",2,"R",-999.00,10.00,0.15,11.00,13.65,3.00,57.50,0.00,0.00,0.00,0.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
"Ozark National Scenic Riverways - RIVERS","OZAR",2016,"OZARRMINVEJT03","OZARRMINVE2016Nov02",3,"L",-999.00,7.00,0.58,14.00,38.50,2.00,25.00,0.00,0.00,1.00,5.00,3.00,57.50,-999.00,-999.00,-999.00,-999.00,10/5/2020 11:45:57
