ID,YEAR,PLANTID,PHENOLOGY,PopUnit,HEIGHTCM,FLOWERPOSI,HeightInfl_cm,FlwrStage,FlwrCond,COMMENTS,TypeFlower,GPS_DATE,GPS_TIME,dwcType,dwcBasisOfRecord
677808,2015,391,Reproductive,A,57,8,51,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677577,2015,392,Reproductive,A,67,9,59,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677809,2015,393,Reproductive,A,65,6,58,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677578,2015,394,Reproductive,A,72,17,58,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677810,2015,395,Reproductive,A,67,8,58,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677811,2015,396,Reproductive,A,70,6,63,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677579,2015,397,Reproductive,A,51,5,45,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677812,2015,398,Reproductive,A,62,10,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677813,2015,399,Reproductive,A,45,5,40,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677580,2015,400,Reproductive,A,62,10,53,Mostly Flowers,Damaged - Insect,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677581,2015,401,Reproductive,A,73,10,60,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677814,2015,402,Reproductive,A,54,6,46,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677582,2015,403,Reproductive,A,61,7,54,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677815,2015,404,Reproductive,A,63,12,50,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677583,2015,405,Reproductive,A,63,7,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677584,2015,406,Reproductive,A,63,8,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677816,2015,407,Reproductive,A,59,7,53,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677817,2015,408,Reproductive,A,52,7,44,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677585,2015,409,Reproductive,A,62,9,55,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677818,2015,410,Reproductive,A,59,10,49,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677819,2015,411,Reproductive,A,77,13,64,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677586,2015,412,Reproductive,A,58,9,51,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677820,2015,413,Reproductive,A,75,16,59,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677587,2015,414,Reproductive,A,74,8,64,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677821,2015,415,Reproductive,A,64,7,56,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677588,2015,416,Reproductive,A,50,8,44,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677822,2015,417,Reproductive,A,69,10,60,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677823,2015,418,Reproductive,A,48,6,42,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677589,2015,419,Reproductive,A,65,11,51,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677824,2015,420,Reproductive,A,63,8,57,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677825,2015,421,Reproductive,A,74,9,63,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677826,2015,422,Reproductive,A,55,5,37,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677590,2015,423,Reproductive,A,44,8,35,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677827,2015,424,Reproductive,A,78,15,65,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677591,2015,425,Reproductive,A,69,11,60,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677592,2015,426,Reproductive,A,60,7,53,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677828,2015,427,Reproductive,A,42,7,35,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677593,2015,428,Reproductive,A,51,7,46,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677541,2015,429,Reproductive,A,74,11,64,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677542,2015,430,Reproductive,A,72,13,60,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677594,2015,431,Reproductive,A,63,13,53,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677543,2015,432,Reproductive,A,72,11,60,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677595,2015,433,Reproductive,A,65,12,55,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677544,2015,434,Reproductive,A,80,19,60,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677596,2015,435,Reproductive,A,52,6,45,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677545,2015,436,Reproductive,A,46,6,38,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677597,2015,437,Reproductive,A,51,12,38,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677546,2015,438,Reproductive,A,74,9,62,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677547,2015,439,Reproductive,A,50,9,40,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677598,2015,440,Reproductive,A,74,10,66,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677599,2015,441,Reproductive,A,70,12,58,Mostly Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677548,2015,442,Reproductive,A,54,8,46,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677549,2015,443,Reproductive,A,74,14,62,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677600,2015,444,Reproductive,A,59,8,52,Mostly Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677550,2015,445,Reproductive,A,54,5,50,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677601,2015,446,Reproductive,A,60,5,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677551,2015,447,Reproductive,A,61,7,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677602,2015,448,Reproductive,A,53,3,49,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677552,2015,449,Reproductive,A,53,7,45,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677553,2015,450,Reproductive,A,54,6,48,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677603,2015,451,Reproductive,A,65,8,59,All Flowers,Damaged - Insect,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677554,2015,452,Reproductive,A,58,13,45,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677555,2015,453,Reproductive,A,70,13,55,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677604,2015,454,Reproductive,A,58,4,54,All Buds,Damaged - Insect,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677556,2015,455,Reproductive,A,48,2,42,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677605,2015,456,Reproductive,A,65,6,60,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677557,2015,457,Reproductive,A,56,8,47,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677606,2015,458,Reproductive,A,66,5,61,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677558,2015,459,Reproductive,A,70,10,63,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677829,2015,460,Reproductive,A,58,10,48,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677607,2015,461,Reproductive,A,52,7,47,Mostly Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677608,2015,462,Reproductive,A,34,3,29,All Buds,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677830,2015,463,Reproductive,A,57,7,50,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677609,2015,464,Reproductive,A,63,11,53,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677831,2015,465,Reproductive,A,71,13,65,All Flowers,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677832,2015,466,Reproductive,B,55,12,47,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677833,2015,467,Reproductive,B,70,9,61,Half Buds and Flower,Healthy,NA,Flowers Produced,2015-07-08,NA,event,HumanObservation
677838,2016,1,Reproductive,C,53,9,46,All Flowers,Damaged - Insect,1 aborted bud not counted,Flowers Produced,2016-07-08,08:47:35-06:00,event,HumanObservation
677839,2016,2,Reproductive,C,47,10,40,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,08:53:44-06:00,event,HumanObservation
677840,2016,3,Reproductive,C,42,4,38,Mostly Flowers,Fair,1 aborted not counted,Flowers Produced,2016-07-08,08:55:26-06:00,event,HumanObservation
677841,2016,4,Reproductive,C,58,10,50,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,08:57:29-06:00,event,HumanObservation
677842,2016,5,Reproductive,C,60,15,57,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:00:21-06:00,event,HumanObservation
677843,2016,6,Reproductive,C,65,9,55,All Flowers,Healthy,1 aborted not counted,Flowers Produced,2016-07-08,09:13:51-06:00,event,HumanObservation
677844,2016,7,Reproductive,C,49,12,40,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:15:07-06:00,event,HumanObservation
677845,2016,8,Reproductive,C,41,5,38,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,09:16:59-06:00,event,HumanObservation
677846,2016,9,Reproductive,C,54,10,46,Mostly Buds,Healthy,NA,Flowers Produced,2016-07-08,09:19:15-06:00,event,HumanObservation
677847,2016,10,Reproductive,C,50,8,43,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:21:48-06:00,event,HumanObservation
677848,2016,11,Reproductive,C,56,7,49,All Flowers,Fair,1 aborted not counted,Flowers Produced,2016-07-08,09:22:42-06:00,event,HumanObservation
677849,2016,12,Reproductive,C,50,8,43,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:24:39-06:00,event,HumanObservation
677850,2016,13,Reproductive,C,74,6,61,All Flowers,Fair,5 aborted not counted,Flowers Produced,2016-07-08,09:25:35-06:00,event,HumanObservation
677851,2016,14,Reproductive,C,67,11,56,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:26:41-06:00,event,HumanObservation
677853,2016,15,Reproductive,C,58,6,53,All Flowers,Damaged - Insect,6 flwr all eaten,All Browsed,2016-07-08,09:29:54-06:00,event,HumanObservation
677854,2016,16,Reproductive,C,50,10,44,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:34:24-06:00,event,HumanObservation
677855,2016,17,Reproductive,C,44,3,39,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,09:35:47-06:00,event,HumanObservation
677856,2016,18,Reproductive,C,46,5,40,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:37:19-06:00,event,HumanObservation
677857,2016,19,Reproductive,C,54,13,44,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:37:55-06:00,event,HumanObservation
677858,2016,20,Reproductive,C,46,4,42,All Flowers,Starting to Die Back,1 aborted not counted,Flowers Produced,2016-07-08,09:38:50-06:00,event,HumanObservation
677859,2016,21,Reproductive,C,42,5,39,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:39:42-06:00,event,HumanObservation
677860,2016,22,Reproductive,C,57,0,53,All Flowers,Damaged - Insect,Had flwr stalk but no buds or flower formed,Pre-flower Emergence,2016-07-08,09:40:46-06:00,event,HumanObservation
677861,2016,23,Reproductive,C,43,5,40,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:49:56-06:00,event,HumanObservation
677862,2016,24,Reproductive,C,57,9,50,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:55:15-06:00,event,HumanObservation
677863,2016,25,Reproductive,C,51,6,46,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,09:56:08-06:00,event,HumanObservation
677864,2016,26,Reproductive,C,54,7,49,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,09:56:39-06:00,event,HumanObservation
677865,2016,27,Reproductive,C,61,13,52,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,09:59:06-06:00,event,HumanObservation
677866,2016,28,Reproductive,C,55,8,49,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,10:08:17-06:00,event,HumanObservation
677867,2016,29,Reproductive,B,44,12,36,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,10:46:56-06:00,event,HumanObservation
677868,2016,30,Reproductive,B,48,8,42,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,10:48:27-06:00,event,HumanObservation
677869,2016,31,Reproductive,B,47,10,39,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,10:49:06-06:00,event,HumanObservation
677870,2016,32,Reproductive,B,59,4,54,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,10:49:54-06:00,event,HumanObservation
677871,2016,33,Reproductive,B,55,7,48,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,10:51:09-06:00,event,HumanObservation
677872,2016,34,Reproductive,B,51,8,43,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,10:52:11-06:00,event,HumanObservation
677873,2016,35,Reproductive,B,37,5,33,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,10:55:25-06:00,event,HumanObservation
677874,2016,36,Reproductive,B,52,9,47,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,10:56:13-06:00,event,HumanObservation
677875,2016,37,Reproductive,A,55,9,47,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:17:27-06:00,event,HumanObservation
677876,2016,38,Reproductive,A,58,5,53,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:18:36-06:00,event,HumanObservation
678527,2016,39,Reproductive,A,53,6,46,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:18:48-06:00,event,HumanObservation
677877,2016,40,Reproductive,A,43,10,37,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:19:51-06:00,event,HumanObservation
677878,2016,41,Reproductive,A,31,5,28,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:20:30-06:00,event,HumanObservation
678528,2016,42,Reproductive,A,68,8,57,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:21:04-06:00,event,HumanObservation
678529,2016,43,Reproductive,A,62,12,53,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:22:15-06:00,event,HumanObservation
677879,2016,44,Reproductive,A,57,6,52,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:22:25-06:00,event,HumanObservation
677880,2016,45,Reproductive,A,62,12,54,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:22:55-06:00,event,HumanObservation
678530,2016,46,Reproductive,A,69,8,63,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:22:57-06:00,event,HumanObservation
677881,2016,47,Reproductive,A,48,6,43,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:23:41-06:00,event,HumanObservation
677882,2016,48,Reproductive,A,64,11,55,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:25:02-06:00,event,HumanObservation
678531,2016,49,Reproductive,A,64,11,58,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:25:20-06:00,event,HumanObservation
677883,2016,50,Reproductive,A,71,11,64,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:26:19-06:00,event,HumanObservation
677884,2016,51,Reproductive,A,42,9,37,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:27:38-06:00,event,HumanObservation
678532,2016,52,Reproductive,A,52,8,44,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:28:55-06:00,event,HumanObservation
677885,2016,53,Reproductive,A,49,8,44,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:29:36-06:00,event,HumanObservation
677886,2016,54,Reproductive,A,46,12,39,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:30:13-06:00,event,HumanObservation
678533,2016,55,Reproductive,A,56,7,52,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:30:25-06:00,event,HumanObservation
678534,2016,56,Reproductive,A,51,5,47,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:31:03-06:00,event,HumanObservation
677887,2016,57,Reproductive,A,46,6,41,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:31:14-06:00,event,HumanObservation
678535,2016,58,Reproductive,A,42,3,38,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:31:48-06:00,event,HumanObservation
677888,2016,59,Reproductive,A,49,8,43,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:32:01-06:00,event,HumanObservation
678536,2016,60,Reproductive,A,60,21,50,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:32:43-06:00,event,HumanObservation
677889,2016,61,Reproductive,A,55,10,46,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:32:55-06:00,event,HumanObservation
677890,2016,62,Reproductive,A,56,9,48,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:33:25-06:00,event,HumanObservation
677891,2016,63,Reproductive,A,76,14,64,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:34:17-06:00,event,HumanObservation
678537,2016,64,Reproductive,A,53,7,47,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:34:30-06:00,event,HumanObservation
677892,2016,65,Reproductive,A,49,12,40,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:34:56-06:00,event,HumanObservation
677893,2016,66,Reproductive,A,67,13,58,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:35:43-06:00,event,HumanObservation
678538,2016,67,Reproductive,A,51,9,46,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:35:53-06:00,event,HumanObservation
677894,2016,68,Reproductive,A,21,3,20,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:38:42-06:00,event,HumanObservation
677895,2016,69,Reproductive,A,49,4,45,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:39:29-06:00,event,HumanObservation
678539,2016,70,Reproductive,A,64,9,58,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,11:41:52-06:00,event,HumanObservation
677896,2016,71,Reproductive,A,46,9,40,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:42:03-06:00,event,HumanObservation
677897,2016,72,Reproductive,A,68,9,58,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:42:49-06:00,event,HumanObservation
678540,2016,73,Reproductive,A,51,6,46,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,11:42:55-06:00,event,HumanObservation
677898,2016,74,Reproductive,A,51,9,43,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:43:21-06:00,event,HumanObservation
678541,2016,75,Reproductive,A,54,6,50,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:43:49-06:00,event,HumanObservation
677899,2016,76,Reproductive,A,63,18,56,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:43:58-06:00,event,HumanObservation
677900,2016,77,Reproductive,A,49,5,43,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:45:37-06:00,event,HumanObservation
677901,2016,78,Reproductive,A,59,12,49,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:48:17-06:00,event,HumanObservation
678542,2016,79,Reproductive,A,65,17,55,Half Buds and Flower,Healthy,NA,Flowers Produced,2016-07-08,11:48:30-06:00,event,HumanObservation
677902,2016,80,Reproductive,A,47,7,41,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:49:04-06:00,event,HumanObservation
678543,2016,81,Reproductive,A,66,8,59,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:49:23-06:00,event,HumanObservation
677903,2016,82,Reproductive,A,57,11,46,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:49:41-06:00,event,HumanObservation
678544,2016,83,Reproductive,A,66,13,53,All Flowers,Starting to Die Back,NA,Flowers Produced,2016-07-08,11:49:57-06:00,event,HumanObservation
677904,2016,84,Reproductive,A,68,10,59,Half Buds and Flower,Healthy,NA,Flowers Produced,2016-07-08,11:50:10-06:00,event,HumanObservation
677905,2016,85,Reproductive,A,66,12,54,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:50:44-06:00,event,HumanObservation
678545,2016,86,Reproductive,A,50,10,44,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:50:41-06:00,event,HumanObservation
678546,2016,87,Reproductive,A,62,11,52,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,11:51:13-06:00,event,HumanObservation
677906,2016,88,Reproductive,A,65,11,55,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:51:27-06:00,event,HumanObservation
677907,2016,89,Reproductive,A,59,8,49,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:51:59-06:00,event,HumanObservation
678547,2016,90,Reproductive,A,49,5,46,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,11:52:12-06:00,event,HumanObservation
677908,2016,91,Reproductive,A,60,9,50,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:52:29-06:00,event,HumanObservation
678548,2016,92,Reproductive,A,62,13,48,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:52:50-06:00,event,HumanObservation
677909,2016,93,Reproductive,A,68,12,60,Mostly Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:53:03-06:00,event,HumanObservation
678549,2016,94,Reproductive,A,57,14,48,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:53:28-06:00,event,HumanObservation
677910,2016,95,Reproductive,A,67,11,57,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:53:37-06:00,event,HumanObservation
678550,2016,96,Reproductive,A,65,13,54,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:54:13-06:00,event,HumanObservation
677911,2016,97,Reproductive,A,59,8,52,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:54:27-06:00,event,HumanObservation
678551,2016,98,Reproductive,A,64,11,53,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:54:53-06:00,event,HumanObservation
677912,2016,99,Reproductive,A,66,7,59,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:55:05-06:00,event,HumanObservation
678552,2016,100,Reproductive,A,62,11,54,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:55:24-06:00,event,HumanObservation
677913,2016,101,Reproductive,A,56,5,49,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:55:39-06:00,event,HumanObservation
678553,2016,102,Reproductive,A,57,13,47,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:55:57-06:00,event,HumanObservation
677914,2016,103,Reproductive,A,70,13,57,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:56:20-06:00,event,HumanObservation
678554,2016,104,Reproductive,A,60,14,51,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:56:41-06:00,event,HumanObservation
677915,2016,105,Reproductive,A,61,16,45,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:56:54-06:00,event,HumanObservation
678555,2016,106,Reproductive,A,63,14,54,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:57:33-06:00,event,HumanObservation
677916,2016,107,Reproductive,A,60,14,48,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:57:54-06:00,event,HumanObservation
677917,2016,108,Reproductive,A,42,5,37,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:58:26-06:00,event,HumanObservation
678556,2016,109,Reproductive,A,63,9,55,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:58:41-06:00,event,HumanObservation
677918,2016,110,Reproductive,A,45,10,40,All Buds,Healthy,NA,Flowers Produced,2016-07-08,11:59:05-06:00,event,HumanObservation
678557,2016,111,Reproductive,A,70,11,58,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:59:16-06:00,event,HumanObservation
677919,2016,112,Reproductive,A,47,5,43,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:59:31-06:00,event,HumanObservation
678558,2016,113,Reproductive,A,58,10,50,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:59:47-06:00,event,HumanObservation
677920,2016,114,Reproductive,A,58,11,51,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,11:59:57-06:00,event,HumanObservation
678559,2016,115,Reproductive,A,68,12,58,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:00:22-06:00,event,HumanObservation
677921,2016,116,Reproductive,A,56,11,50,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:00:35-06:00,event,HumanObservation
677922,2016,117,Reproductive,A,57,11,49,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:01:19-06:00,event,HumanObservation
678560,2016,118,Reproductive,A,51,8,45,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:01:10-06:00,event,HumanObservation
678561,2016,119,Reproductive,A,64,14,53,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:01:47-06:00,event,HumanObservation
677923,2016,120,Reproductive,A,70,13,64,All Flowers,Damaged - Insect,NA,Flowers Produced,2016-07-08,12:01:56-06:00,event,HumanObservation
677924,2016,121,Reproductive,A,59,5,53,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:02:31-06:00,event,HumanObservation
678562,2016,122,Reproductive,A,59,15,46,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:02:31-06:00,event,HumanObservation
678563,2016,123,Reproductive,A,50,8,44,All Flowers,Healthy,NA,Flowers Produced,2016-07-08,12:03:11-06:00,event,HumanObservation
