ParkName,ParkCode,LocationID,PeriodID,EventID,TransectNumber,SampleLocation,SampleLocationDescr,ChannelType,ChannelTypeDescr,HydroMoss_HY,Boulders_BO,Artificial_AR,SmallWoodDeb_SWD,LargeWoodDeb_LWD,TreesRoots_TR,OverhangVeg_OV,UndercutBank_UC,Bluff_BL,Comment
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Hot Springs National Park,HOSP,HOSPStfish02,HOSPStfish2018Jul09,HOSPStfish2018Jul10,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,3,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,5,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,-1,0,-1,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,7,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2006OCT02,OZARRMFISH2006OCT04,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,1,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,-1,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,7,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2007Oct01,OZARRMFish2007Oct18,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,2,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,4,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,4,R,Right,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,5,L,Left,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,6,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,7,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,8,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2008Oct06,OZARRMFish2008Oct09,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,1,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,1,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,1,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,2,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,2,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,2,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,3,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,3,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,3,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,4,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,4,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,4,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,5,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,5,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,5,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,6,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,6,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,6,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,7,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,7,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,7,R,Right,main,The channel that contains the majority of flow,0,-1,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,8,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,8,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,8,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,9,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,9,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,9,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,10,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,10,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,10,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,11,L,Left,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,11,M,Middle,main,The channel that contains the majority of flow,0,0,0,0,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM01,OZARRMFISH2009Oct05,OZARRMFish2009Oct06,11,R,Right,main,The channel that contains the majority of flow,0,0,0,-1,0,0,-1,0,0,
