ParkName,ParkCode,LocationID,PeriodID,EventID,ChannelType,ChannelTypeDescr,TransectNumber,SampleLocation,SampleLocationDescr,Season,BankAngle,BankAngleDescr,BankVegCover,BankVegCoverDescr,BankHeight,BankHeightDescr,BankSubstrate,BankSubstrateDescr,LargeTrees_TR,SmTreesShrubs_SH,GrassForbes_GR,BareRockSediment_BA,Artificial_AR,Comment
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,2,R,Right,2016,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,3,L,Left,2016,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,3,R,Right,2016,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,4,L,Left,2016,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,4,R,Right,2016,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,5,L,Left,2016,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,5,R,Right,2016,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,6,L,Left,2016,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,6,R,Right,2016,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,10.00,Gravel/sand,-1,-1,0,0,0,Rock island 9.5 m
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,7,L,Left,2016,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,7,R,Right,2016,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,2.00,Boulder/cobble,-1,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,8,L,Left,2016,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,8.00,Sand,0,0,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,8,R,Right,2016,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,9,L,Left,2016,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,9,R,Right,2016,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,10,L,Left,2016,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,5.00,Silt,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,10,R,Right,2016,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,11,L,Left,2016,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,1.00,Bedrock/artificial,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFish2016Sep19,OZARRMFish2016Sep28,Main,The channel that contains the majority of flow,11,R,Right,2016,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,1,L,Left,2018,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,1,R,Right,2018,1.00,0-30 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,2,L,Left,2018,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,2,R,Right,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,3,L,Left,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,3,R,Right,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,4,L,Left,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,1.00,Bedrock/artificial,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,4,R,Right,2018,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,5,L,Left,2018,2.00,31-60 degrees,1.00,>80%,4.00,3.1-4 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,5,R,Right,2018,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,18.5m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,6,L,Left,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,6,R,Right,2018,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,2.00,Boulder/cobble,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,7,L,Left,2018,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,7,R,Right,2018,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,2.00,Boulder/cobble,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,8,L,Left,2018,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,8,R,Right,2018,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,9,L,Left,2018,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,9,R,Right,2018,3.00,>60 degrees,3.00,20-49%,4.00,3.1-4 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,10,L,Left,2018,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,10,R,Right,2018,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,1.00,Bedrock/artificial,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,11,L,Left,2018,3.00,>60 degrees,4.00,<20%,5.00,>4 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2018Sep18,OZARRMFISH2018Sep26,main,The channel that contains the majority of flow,11,R,Right,2018,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,1,L,Left,2022,1.00,0-30 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,1,R,Right,2022,2.00,31-60 degrees,1.00,>80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,2,L,Left,2022,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,5m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,2,R,Right,2022,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,3,L,Left,2022,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,3m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,3,R,Right,2022,3.00,>60 degrees,1.00,>80%,5.00,>4 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,4,L,Left,2022,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,4m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,4,R,Right,2022,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,5,L,Left,2022,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,-1,0,-1,0,0,5m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,5,R,Right,2022,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,6,L,Left,2022,2.00,31-60 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,6,R,Right,2022,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,7,L,Left,2022,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,2m gravel bar
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,7,R,Right,2022,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,8,L,Left,2022,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,8,R,Right,2022,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,9,L,Left,2022,3.00,>60 degrees,4.00,<20%,5.00,>4 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,9,R,Right,2022,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,10,L,Left,2022,3.00,>60 degrees,4.00,<20%,5.00,>4 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,10,R,Right,2022,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,5m gravel island
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,11,L,Left,2022,3.00,>60 degrees,4.00,<20%,5.00,>4 meter,1.00,Bedrock/artificial,0,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM02,OZARRMFISH2022Aug29,OZARRMFISH2022Aug30,main,The channel that contains the majority of flow,11,R,Right,2022,3.00,>60 degrees,1.00,>80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,0,0,0,5m gravel island
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,1,L,Left,2006,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,1,R,Right,2006,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,2,L,Left,2006,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,2,R,Right,2006,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,3,L,Left,2006,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,3,R,Right,2006,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,4,L,Left,2006,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,4,R,Right,2006,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,5,L,Left,2006,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,5,R,Right,2006,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,6,L,Left,2006,3.00,>60 degrees,3.00,20-49%,2.00,1.1-2 meter,5.00,Silt,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,6,R,Right,2006,2.00,31-60 degrees,2.00,50-80%,1.00,0-1 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,7,L,Left,2006,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,5.00,Silt,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,7,R,Right,2006,1.00,0-30 degrees,1.00,>80%,1.00,0-1 meter,10.00,Gravel/sand,0,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,8,L,Left,2006,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,8,R,Right,2006,1.00,0-30 degrees,2.00,50-80%,1.00,0-1 meter,2.00,Boulder/cobble,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,9,L,Left,2006,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,8.00,Sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,9,R,Right,2006,3.00,>60 degrees,3.00,20-49%,5.00,>4 meter,2.00,Boulder/cobble,-1,-1,0,-1,0,bluff
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,10,L,Left,2006,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,5.00,Silt,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,10,R,Right,2006,3.00,>60 degrees,3.00,20-49%,5.00,>4 meter,2.00,Boulder/cobble,0,0,0,-1,0,bluff
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,11,L,Left,2006,2.00,31-60 degrees,2.00,50-80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,-1,0,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2006OCT02,OZARRMFISH2006OCT19,main,The channel that contains the majority of flow,11,R,Right,2006,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,2.00,Boulder/cobble,-1,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,1,L,Left,2007,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,5.00,Silt,-1,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,1,R,Right,2007,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,2,L,Left,2007,3.00,>60 degrees,1.00,>80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,2,R,Right,2007,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,10.00,Gravel/sand,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,3,L,Left,2007,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,3,R,Right,2007,2.00,31-60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,0,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,4,L,Left,2007,3.00,>60 degrees,2.00,50-80%,4.00,3.1-4 meter,5.00,Silt,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,4,R,Right,2007,3.00,>60 degrees,2.00,50-80%,3.00,2.1-3 meter,5.00,Silt,-1,-1,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,5,L,Left,2007,3.00,>60 degrees,2.00,50-80%,5.00,>4 meter,5.00,Silt,-1,0,-1,0,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,5,R,Right,2007,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,10.00,Gravel/sand,-1,0,-1,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,6,L,Left,2007,3.00,>60 degrees,2.00,50-80%,2.00,1.1-2 meter,5.00,Silt,-1,0,0,-1,0,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,OZARRMFISH2007Oct01,OZARRMFish2007Oct10,main,The channel that contains the majority of flow,6,R,Right,2007,3.00,>60 degrees,1.00,>80%,2.00,1.1-2 meter,5.00,Silt,-1,-1,-1,0,0,
